domain	nc	size	name
Bacteria	0.931399	547465	UP000179037_1817768.acs
Bacteria	0.933098	970558	UP000179042_1891289.acs
Bacteria	0.931584	878726	UP000179043_1797961.acs
Bacteria	0.927905	283824	UP000179045_1802783.acs
Bacteria	0.951021	275676	UP000179047_1802701.acs
Bacteria	0.922166	703000	UP000179054_1802433.acs
Bacteria	0.912246	368968	UP000179055_1801712.acs
Bacteria	0.949655	221541	UP000179057_1802561.acs
Bacteria	0.947071	161035	UP000179059_1798647.acs
Bacteria	0.932815	741709	UP000179061_1798430.acs
Bacteria	0.940642	165991	UP000179072_1802060.acs
Bacteria	0.904063	509545	UP000179075_1802023.acs
Bacteria	0.925374	619666	UP000179076_1817755.acs
Bacteria	0.930208	408076	UP000179078_1797233.acs
Bacteria	0.938214	587385	UP000179085_1802291.acs
Bacteria	0.906083	1887433	UP000179087_1797191.acs
Bacteria	0.929476	259228	UP000179098_1798706.acs
Bacteria	0.943971	214855	UP000179099_1801992.acs
Bacteria	0.906851	502164	UP000179101_1797289.acs
Bacteria	0.934495	228419	UP000179102_1797711.acs
Bacteria	0.931982	213424	UP000179106_1802126.acs
Bacteria	0.892218	1342212	UP000179107_1797238.acs
Bacteria	0.948968	172945	UP000179115_1798508.acs
Bacteria	0.933037	214883	UP000179118_1802724.acs
Bacteria	0.935139	426194	UP000179119_1801823.acs
Bacteria	0.939809	141721	UP000179124_1802139.acs
Bacteria	0.920062	1016056	UP000179129_1817867.acs
Bacteria	0.940155	1286150	UP000179132_1797341.acs
Bacteria	0.915974	696589	UP000179133_1817859.acs
Bacteria	0.938053	668804	UP000179135_1802357.acs
Bacteria	0.935418	191839	UP000179136_1798561.acs
Bacteria	0.916576	985054	UP000179145_153496.acs
Bacteria	0.932145	283000	UP000179148_1798297.acs
Bacteria	0.943403	93122	UP000179153_1802163.acs
Bacteria	0.932913	379648	UP000179154_1802175.acs
Bacteria	0.934794	359587	UP000179155_1802140.acs
Bacteria	0.930884	416103	UP000179157_1817864.acs
Bacteria	0.930519	735821	UP000179162_1801873.acs
Bacteria	0.927897	441329	UP000179163_1797697.acs
Bacteria	0.919969	507098	UP000179167_1797835.acs
Bacteria	0.897355	445584	UP000179170_1797202.acs
Bacteria	0.912792	1394250	UP000179172_1802380.acs
Bacteria	0.921312	904495	UP000179173_1797825.acs
Bacteria	0.930523	443041	UP000179181_1797212.acs
Bacteria	0.938307	163110	UP000179187_1802377.acs
Bacteria	0.933517	577598	UP000179196_1798298.acs
Bacteria	0.934734	253672	UP000179197_1801614.acs
Bacteria	0.92531	385785	UP000179200_1797823.acs
Bacteria	0.942094	323335	UP000179202_1798681.acs
Bacteria	0.939824	264897	UP000179204_1801915.acs
Bacteria	0.923322	946034	UP000179206_1798300.acs
Bacteria	0.933256	228490	UP000179209_1798397.acs
Bacteria	0.935939	113323	UP000179214_1802209.acs
Bacteria	0.929614	125495	UP000179219_1802477.acs
Bacteria	0.947114	334360	UP000179221_1802499.acs
Bacteria	0.952615	340060	UP000179226_1801914.acs
Bacteria	0.942471	239099	UP000179227_1797729.acs
Bacteria	0.955004	189612	UP000179230_1798532.acs
Bacteria	0.937988	692967	UP000179232_1797805.acs
Bacteria	0.944871	368522	UP000179233_1797591.acs
Bacteria	0.905066	1106082	UP000179236_1797181.acs
Bacteria	0.937842	200236	UP000179237_1817731.acs
Bacteria	0.918758	250649	UP000179239_1797276.acs
Bacteria	0.936826	119997	UP000179241_1802534.acs
Bacteria	0.930339	518897	UP000179242_1802587.acs
Bacteria	0.923419	1464017	UP000179243_1817890.acs
Bacteria	0.913272	337061	UP000179244_1801706.acs
Bacteria	0.925886	149732	UP000179245_1802443.acs
Bacteria	0.929709	345646	UP000179249_1801849.acs
Bacteria	0.915117	2728735	UP000179250_1798581.acs
Bacteria	0.946308	245003	UP000179251_1798325.acs
Bacteria	0.937022	118759	UP000179252_1797706.acs
Bacteria	0.952752	120723	UP000179253_1798599.acs
Bacteria	0.930343	443252	UP000179254_1797958.acs
Bacteria	0.935288	975564	UP000179262_1798575.acs
Bacteria	0.938937	677761	UP000179266_1817878.acs
Bacteria	0.926581	402750	UP000179270_1802055.acs
Bacteria	0.926339	1131177	UP000179273_1797651.acs
Bacteria	0.945467	152827	UP000179274_1801798.acs
Bacteria	0.933896	179976	UP000179275_1801756.acs
Bacteria	0.923643	890334	UP000179278_1798415.acs
Bacteria	0.933558	118786	UP000179279_1802604.acs
Bacteria	0.905943	1473211	UP000179280_1797193.acs
Bacteria	0.914575	811608	UP000179282_1797479.acs
Bacteria	0.936065	169011	UP000179283_1802760.acs
Bacteria	0.950203	1018659	UP000179284_185008.acs
Bacteria	0.938979	706367	UP000179285_1797576.acs
Bacteria	0.93145	884054	UP000179286_1797403.acs
Bacteria	0.899864	837852	UP000179321_1797585.acs
Bacteria	0.939625	327910	UP000179322_1801829.acs
Bacteria	0.942076	405984	UP000179323_1798271.acs
Bacteria	0.939445	379168	UP000179325_1798285.acs
Bacteria	0.928606	523247	UP000179327_1797646.acs
Bacteria	0.931901	316630	UP000179332_1801814.acs
Bacteria	0.910035	211536	UP000179334_1817757.acs
Bacteria	0.956683	382107	UP000179335_1798262.acs
Bacteria	0.953265	421041	UP000179336_1798287.acs
Bacteria	0.92537	350725	UP000179337_1797642.acs
Bacteria	0.906376	472787	UP000179339_1797208.acs
Bacteria	0.933472	206746	UP000179341_1801874.acs
Bacteria	0.93442	353782	UP000179342_1798258.acs
Bacteria	0.911143	254305	UP000179343_1797494.acs
Bacteria	0.896162	385368	UP000179344_1817759.acs
Bacteria	0.932445	308726	UP000179346_1801716.acs
Bacteria	0.930811	181412	UP000179347_1801876.acs
Bacteria	0.940508	303550	UP000179349_1798261.acs
Bacteria	0.948551	86524	UP000179351_1801953.acs
Bacteria	0.946651	138530	UP000179352_1801770.acs
Bacteria	0.902823	630655	UP000179355_1798245.acs
Bacteria	0.92411	320699	UP000179358_1801824.acs
Bacteria	0.931226	275487	UP000179359_1801869.acs
Bacteria	0.919215	424714	UP000179360_1817764.acs
Bacteria	0.930489	371063	UP000179363_1798286.acs
Bacteria	0.922164	677460	UP000179364_1798246.acs
Bacteria	0.91367	828210	UP000179365_1802009.acs
Bacteria	0.941136	123049	UP000179366_1802146.acs
Bacteria	0.931024	124405	UP000179368_1798467.acs
Bacteria	0.925715	812524	UP000179370_1801896.acs
Bacteria	0.942057	353344	UP000179371_1798288.acs
Bacteria	0.947206	139801	UP000179374_1798307.acs
Bacteria	0.940977	218743	UP000179376_1801853.acs
Bacteria	0.942697	86188	UP000179377_1801850.acs
Bacteria	0.931281	267851	UP000179378_1798264.acs
Bacteria	0.951667	303412	UP000179380_1801841.acs
Bacteria	0.945552	120546	UP000179381_1801783.acs
Bacteria	0.936389	334478	UP000179383_1798305.acs
Bacteria	0.932456	328972	UP000179384_1798263.acs
Bacteria	0.931308	235005	UP000179387_1797653.acs
Bacteria	0.942914	125954	UP000179448_1801766.acs
Bacteria	0.863367	2529610	UP000179465_1834515.acs
Bacteria	0.917104	497525	UP000179512_1797656.acs
Bacteria	0.908173	1109605	UP000179518_1898743.acs
Bacteria	0.922319	1032631	UP000179524_393763.acs
Bacteria	0.908558	481637	UP000179556_1797659.acs
Bacteria	0.918761	512043	UP000179571_1817753.acs
Bacteria	0.931351	1139571	UP000179615_1882734.acs
Bacteria	0.909284	1006251	UP000179624_1914306.acs
Bacteria	0.865596	2187273	UP000179627_573497.acs
Bacteria	0.900218	1757567	UP000179639_1906740.acs
Bacteria	0.892011	2756139	UP000179642_1678012.acs
Bacteria	0.942672	153463	UP000179674_1801822.acs
Bacteria	0.936314	535542	UP000179678_1797625.acs
Bacteria	0.939351	122833	UP000179686_1801752.acs
Bacteria	0.899887	431395	UP000179700_1797673.acs
Bacteria	0.940026	573221	UP000179729_1797639.acs
Bacteria	0.897062	1588304	UP000179734_1858794.acs
Bacteria	0.931057	917237	UP000179744_1879031.acs
Bacteria	0.914922	415246	UP000179752_1797658.acs
Bacteria	0.899066	1799558	UP000179771_1505936.acs
Bacteria	0.928749	1110890	UP000179784_1382803.acs
Bacteria	0.950302	1409126	UP000179786_1859457.acs
Bacteria	0.906781	620216	UP000179798_1798247.acs
Bacteria	0.928675	365716	UP000179827_1797618.acs
Bacteria	0.921256	184122	UP000179876_1797674.acs
Bacteria	0.934906	226421	UP000179888_1801816.acs
Bacteria	0.921541	337527	UP000179905_1797645.acs
Bacteria	0.937949	948163	UP000179907_657387.acs
Bacteria	0.932077	247550	UP000179910_1801870.acs
Bacteria	0.904955	1867334	UP000179935_1428652.acs
Bacteria	0.931424	219823	UP000179974_1801855.acs
Bacteria	0.921575	149470	UP000179984_1797636.acs
Bacteria	0.903727	1372178	UP000179985_1913576.acs
Bacteria	0.933198	188351	UP000179999_1801863.acs
Bacteria	0.927764	522044	UP000201169_522484.acs
Bacteria	0.945611	719611	UP000201322_281093.acs
Bacteria	0.926634	1434317	UP000201613_1819565.acs
Bacteria	0.946687	962275	UP000201728_1867846.acs
Bacteria	0.933905	1184372	UP000201838_1470561.acs
Bacteria	0.940759	1254103	UP000202440_1249553.acs
Bacteria	0.938771	1183618	UP000202922_1524263.acs
Bacteria	0.920826	356471	UP000203229_216934.acs
Bacteria	0.921589	1553299	UP000203589_74033.acs
Bacteria	0.894996	1798018	UP000204221_1470176.acs
Bacteria	0.93761	1189348	UP000204391_163877.acs
Bacteria	0.919837	1572961	UP000207598_1673631.acs
Bacteria	0.902489	1131413	UP000214566_364030.acs
Bacteria	0.934086	769908	UP000214568_284016.acs
Bacteria	0.915983	713096	UP000214588_759412.acs
Bacteria	0.919333	1618961	UP000214603_683354.acs
Bacteria	0.890932	1072490	UP000214627_2003551.acs
Bacteria	0.837843	3250331	UP000214646_1908690.acs
Bacteria	0.90807	1251600	UP000214688_1214604.acs
Bacteria	0.946309	487007	UP000214689_86332.acs
Bacteria	0.951863	960076	UP000214740_1945886.acs
Bacteria	0.916756	1194705	UP000214746_1977292.acs
Bacteria	0.925787	819933	UP000214750_1945888.acs
Bacteria	0.928567	1710563	UP000214862_2021862.acs
Bacteria	0.921685	1190279	UP000214880_146817.acs
Bacteria	0.943094	1573549	UP000215002_1234841.acs
Bacteria	0.909042	1623985	UP000215005_1235441.acs
Bacteria	0.919149	1531040	UP000215027_1806508.acs
Bacteria	0.917074	1115026	UP000215059_2021314.acs
Bacteria	0.888128	1987623	UP000215121_1882769.acs
Bacteria	0.951066	631689	UP000215182_2014877.acs
Bacteria	0.93864	660612	UP000215185_400065.acs
Bacteria	0.953766	551184	UP000215188_351345.acs
Bacteria	0.925948	2409860	UP000215193_1955714.acs
Bacteria	0.941104	816362	UP000215196_536441.acs
Bacteria	0.882703	3111264	UP000215199_1905142.acs
Bacteria	0.929016	1390372	UP000215214_584609.acs
Bacteria	0.91248	681861	UP000215215_1973748.acs
Bacteria	0.933034	1336336	UP000215224_33932.acs
Bacteria	0.931199	1168016	UP000215233_347534.acs
Bacteria	0.922322	693286	UP000215331_1494.acs
Bacteria	0.919867	1621870	UP000215377_1679460.acs
Bacteria	0.94801	1349903	UP000215382_1768011.acs
Bacteria	0.929774	651883	UP000215383_158847.acs
Bacteria	0.936949	985364	UP000215405_1876515.acs
Bacteria	0.885467	2148575	UP000215421_2014530.acs
Bacteria	0.914474	877730	UP000215433_1984871.acs
Bacteria	0.892468	2105967	UP000215440_2014529.acs
Bacteria	0.950615	229593	UP000215450_1522312.acs
Bacteria	0.926044	1049894	UP000215459_1642702.acs
Bacteria	0.882785	2969705	UP000215483_42236.acs
Bacteria	0.931528	913570	UP000215488_1899016.acs
Bacteria	0.93389	2066054	UP000215509_554312.acs
Bacteria	0.894401	2364106	UP000215527_2021410.acs
Bacteria	0.927236	288417	UP000215547_244584.acs
Bacteria	0.907449	611797	UP000215559_1973747.acs
Bacteria	0.925797	1004463	UP000216496_1548123.acs
Bacteria	0.916263	1028483	UP000217076_83401.acs
Bacteria	0.873301	216778	UP000217101_1986875.acs
Bacteria	0.883958	1694156	UP000217103_35622.acs
Bacteria	0.930772	760833	UP000217209_187491.acs
Bacteria	0.927605	1268742	UP000040453_545501.acs
Bacteria	0.935609	983123	UP000040576_35841.acs
Bacteria	0.933061	356921	UP000041370_77133.acs
Bacteria	0.930017	471411	UP000041394_1578720.acs
Bacteria	0.931819	1189072	UP000041641_1677858.acs
Bacteria	0.939605	1315136	UP000042335_1476857.acs
Bacteria	0.906525	903860	UP000042738_138074.acs
Bacteria	0.943489	718599	UP000042965_29388.acs
Bacteria	0.891084	1363628	UP000043372_1504672.acs
Bacteria	0.941109	986772	UP000043699_1499687.acs
Bacteria	0.939723	1263423	UP000044071_1034943.acs
Bacteria	0.939025	655108	UP000044136_1461582.acs
Bacteria	0.924048	1522365	UP000044377_1109412.acs
Bacteria	0.888002	1736644	UP000044872_260936.acs
Bacteria	0.9513	706585	UP000045051_1848903.acs
Bacteria	0.922823	1933499	UP000045063_1505946.acs
Bacteria	0.913743	801858	UP000045545_690567.acs
Bacteria	0.920309	794821	UP000046155_499207.acs
Bacteria	0.921691	1106816	UP000048908_282197.acs
Bacteria	0.918576	861993	UP000048949_282199.acs
Bacteria	0.894256	2392595	UP000048965_1546107.acs
Bacteria	0.909724	1765156	UP000048984_665126.acs
Bacteria	0.917511	1044310	UP000049222_420998.acs
Bacteria	0.857057	1077800	UP000049455_313367.acs
Bacteria	0.943596	477120	UP000049578_119224.acs
Bacteria	0.879182	1481826	UP000049855_411922.acs
Bacteria	0.931625	991649	UP000049978_1603897.acs
Bacteria	0.936487	2028616	UP000049983_311410.acs
Bacteria	0.900244	988825	UP000050078_55779.acs
Bacteria	0.886488	894219	UP000050180_467085.acs
Bacteria	0.776123	770478	UP000050220_1403932.acs
Bacteria	0.912578	1036695	UP000050261_1716176.acs
Bacteria	0.948104	1160232	UP000050280_1300341.acs
Bacteria	0.911079	1125690	UP000050293_1666913.acs
Bacteria	0.95182	1019239	UP000050310_1666909.acs
Bacteria	0.911633	1282805	UP000050326_36849.acs
Bacteria	0.930042	1007125	UP000050331_1472767.acs
Bacteria	0.911661	1113698	UP000050333_1666917.acs
Bacteria	0.919952	1027947	UP000050369_1666914.acs
Bacteria	0.934506	1089190	UP000050370_1700845.acs
Bacteria	0.927828	1185518	UP000050398_218284.acs
Bacteria	0.917533	930779	UP000050413_1666912.acs
Bacteria	0.947904	1398972	UP000050414_1723761.acs
Bacteria	0.929895	1154337	UP000050416_1305731.acs
Bacteria	0.942125	1098332	UP000050417_1134406.acs
Bacteria	0.938339	1141871	UP000050421_1305737.acs
Bacteria	0.931719	506871	UP000050423_1246.acs
Bacteria	0.948338	975580	UP000050430_229920.acs
Bacteria	0.949916	1288792	UP000050454_1605367.acs
Bacteria	0.917564	1357248	UP000050461_1666905.acs
Bacteria	0.920205	1652422	UP000050465_1666911.acs
Bacteria	0.938419	1035234	UP000050471_154981.acs
Bacteria	0.911449	1129863	UP000050476_1666916.acs
Bacteria	0.932105	951908	UP000050479_1647104.acs
Bacteria	0.91663	1212945	UP000050482_471514.acs
Bacteria	0.932305	707702	UP000050488_1544413.acs
Bacteria	0.926271	1121611	UP000050497_1653334.acs
Bacteria	0.933923	1055798	UP000050501_229921.acs
Bacteria	0.950025	1177151	UP000050503_1723757.acs
Bacteria	0.923234	1774083	UP000050509_186479.acs
Bacteria	0.940848	974906	UP000050514_360411.acs
Bacteria	0.941605	1271085	UP000050516_1479237.acs
Bacteria	0.937339	1437873	UP000050543_1740090.acs
Bacteria	0.936284	786151	UP000050544_869279.acs
Bacteria	0.949728	1285387	UP000050552_1723758.acs
Bacteria	0.920233	125162	UP000050566_1123738.acs
Bacteria	0.922059	1070965	UP000050569_1479235.acs
Bacteria	0.930503	849440	UP000050580_1610491.acs
Bacteria	0.932955	174364	UP000050662_1527298.acs
Bacteria	0.927203	1486412	UP000050665_1620421.acs
Bacteria	0.936995	1067642	UP000050668_1293441.acs
Bacteria	0.921538	1737612	UP000050670_1120658.acs
Bacteria	0.932437	1072528	UP000050680_1629712.acs
Bacteria	0.938583	1199402	UP000050782_1712645.acs
Bacteria	0.930989	1427239	UP000050786_81569.acs
Bacteria	0.898858	1003784	UP000050802_1736483.acs
Bacteria	0.909591	1228680	UP000050805_1736612.acs
Bacteria	0.893324	1252788	UP000050813_1735688.acs
Bacteria	0.944241	1576985	UP000050819_1703352.acs
Bacteria	0.894183	1097335	UP000050821_1736311.acs
Bacteria	0.930575	527571	UP000050823_1423752.acs
Bacteria	0.81807	575973	UP000050824_1703776.acs
Bacteria	0.944706	1188617	UP000050827_346185.acs
Bacteria	0.889229	1522039	UP000050829_1736382.acs
Bacteria	0.911844	1318057	UP000050831_1712029.acs
Bacteria	0.928458	1022460	UP000050836_40324.acs
Bacteria	0.907761	1286969	UP000050845_1736413.acs
Bacteria	0.918429	1423473	UP000050856_1736225.acs
Bacteria	0.90168	1266772	UP000050862_1736336.acs
Bacteria	0.919158	732008	UP000050865_1423730.acs
Bacteria	0.899474	1739815	UP000050867_76728.acs
Bacteria	0.899804	1140147	UP000050868_1736327.acs
Bacteria	0.895039	389296	UP000050870_1655564.acs
Bacteria	0.896705	1497011	UP000050886_1736488.acs
Bacteria	0.90737	1561390	UP000050889_1736490.acs
Bacteria	0.950256	862096	UP000050891_1736373.acs
Bacteria	0.933244	1134293	UP000050892_1703386.acs
Bacteria	0.915045	1086820	UP000050893_1735670.acs
Bacteria	0.946227	481253	UP000050903_1655586.acs
Bacteria	0.898909	1249956	UP000050906_1736414.acs
Bacteria	0.938691	740804	UP000050911_1302272.acs
Bacteria	0.905547	276599	UP000050912_1655618.acs
Bacteria	0.907279	754121	UP000050913_1423817.acs
Bacteria	0.906374	1015852	UP000050923_1736443.acs
Bacteria	0.929063	351179	UP000050925_1703425.acs
Bacteria	0.926046	631509	UP000050929_1423811.acs
Bacteria	0.932536	480622	UP000050934_396268.acs
Bacteria	0.89899	1611244	UP000050937_1736524.acs
Bacteria	0.913789	1801663	UP000050939_1736380.acs
Bacteria	0.927147	929062	UP000050940_659018.acs
Bacteria	0.918222	910621	UP000050949_1122147.acs
Bacteria	0.939776	1266717	UP000050957_480284.acs
Bacteria	0.949554	610447	UP000050960_1356299.acs
Bacteria	0.896252	1226354	UP000050966_1736341.acs
Bacteria	0.926936	699316	UP000050969_1293598.acs
Bacteria	0.90069	1115088	UP000050971_1736540.acs
Bacteria	0.91753	329750	UP000050975_1703778.acs
Bacteria	0.905603	1240282	UP000050986_1736346.acs
Bacteria	0.892992	1102778	UP000050987_1704237.acs
Bacteria	0.958044	691626	UP000050993_1655600.acs
Bacteria	0.911122	667227	UP000050997_1704025.acs
Bacteria	0.907729	1690778	UP000051002_1736531.acs
Bacteria	0.941281	373839	UP000051003_1655575.acs
Bacteria	0.886192	897636	UP000051005_1736282.acs
Bacteria	0.919112	598424	UP000051008_1423718.acs
Bacteria	0.926997	568858	UP000051012_1703772.acs
Bacteria	0.94276	346657	UP000051013_887896.acs
Bacteria	0.927886	1096483	UP000051024_1736351.acs
Bacteria	0.896568	780441	UP000051026_1640515.acs
Bacteria	0.91063	1538618	UP000051032_1736266.acs
Bacteria	0.925233	601656	UP000051036_1423763.acs
Bacteria	0.9226	470751	UP000051054_1423755.acs
Bacteria	0.914338	1134231	UP000051058_1736537.acs
Bacteria	0.912625	1732085	UP000051063_54911.acs
Bacteria	0.911784	1616410	UP000051066_1736432.acs
Bacteria	0.948368	731166	UP000051070_1655625.acs
Bacteria	0.92306	594503	UP000051071_1423828.acs
Bacteria	0.900526	1047850	UP000051073_1736567.acs
Bacteria	0.922538	1120184	UP000051080_1736350.acs
Bacteria	0.909434	1295508	UP000051081_1736574.acs
Bacteria	0.928451	462731	UP000051084_1423742.acs
Bacteria	0.933749	475784	UP000051085_1423794.acs
Bacteria	0.857064	770751	UP000051096_1703780.acs
Bacteria	0.928006	1236993	UP000051097_1735672.acs
Bacteria	0.896706	1149281	UP000051100_1736408.acs
Bacteria	0.948123	358617	UP000051105_1655591.acs
Bacteria	0.868858	972217	UP000051120_1703357.acs
Bacteria	0.914307	821802	UP000051123_1640516.acs
Bacteria	0.93055	432661	UP000051124_1703771.acs
Bacteria	0.915639	1085735	UP000051125_1736584.acs
Bacteria	0.942681	740125	UP000051126_1667172.acs
Bacteria	0.891915	1952207	UP000051127_1736457.acs
Bacteria	0.929327	557821	UP000051131_1423729.acs
Bacteria	0.926229	571064	UP000051139_348151.acs
Bacteria	0.906854	1426498	UP000051141_1736474.acs
Bacteria	0.906416	1269598	UP000051150_1736442.acs
Bacteria	0.924588	636384	UP000051153_1703354.acs
Bacteria	0.902546	1483502	UP000051159_1736384.acs
Bacteria	0.92046	762801	UP000051160_1423776.acs
Bacteria	0.915872	679871	UP000051162_1423773.acs
Bacteria	0.94639	367514	UP000051169_1704026.acs
Bacteria	0.890847	1130590	UP000051170_1736539.acs
Bacteria	0.906262	1370846	UP000051173_1736365.acs
Bacteria	0.905826	838818	UP000051174_1703356.acs
Bacteria	0.949254	953423	UP000051175_1703402.acs
Bacteria	0.882615	2342576	UP000051177_1736503.acs
Bacteria	0.91788	996500	UP000051178_1736370.acs
Bacteria	0.909974	1716661	UP000051180_1736388.acs
Bacteria	0.925193	935029	UP000051182_1736353.acs
Bacteria	0.941958	1051404	UP000051184_1715690.acs
Bacteria	0.916613	1359825	UP000051186_1736466.acs
Bacteria	0.914035	273826	UP000051188_1655602.acs
Bacteria	0.903718	1878270	UP000051195_1736511.acs
Bacteria	0.893833	1149947	UP000051200_1736333.acs
Bacteria	0.905137	1110265	UP000051210_1735674.acs
Bacteria	0.956256	447441	UP000051213_1655626.acs
Bacteria	0.941545	351969	UP000051215_1703361.acs
Bacteria	0.898238	1208867	UP000051216_1736570.acs
Bacteria	0.931773	1022545	UP000051218_1703399.acs
Bacteria	0.942947	373090	UP000051220_1655635.acs
Bacteria	0.947228	452247	UP000051230_1423721.acs
Bacteria	0.892327	1852078	UP000051231_1736454.acs
Bacteria	0.909012	1600761	UP000051234_1736237.acs
Bacteria	0.912805	1004349	UP000051236_1423734.acs
Bacteria	0.911413	1796360	UP000051238_1736592.acs
Bacteria	0.936086	692922	UP000051242_1655593.acs
Bacteria	0.935326	716958	UP000051243_1655597.acs
Bacteria	0.925646	785378	UP000051248_1423775.acs
Bacteria	0.932307	515383	UP000051249_480391.acs
Bacteria	0.917064	2372034	UP000051252_1736398.acs
Bacteria	0.92538	842727	UP000051254_266128.acs
Bacteria	0.931341	461827	UP000051256_1423802.acs
Bacteria	0.914541	998818	UP000051258_1703408.acs
Bacteria	0.935009	1375832	UP000051260_1715692.acs
Bacteria	0.927728	611770	UP000051264_1423747.acs
Bacteria	0.93568	1242968	UP000051265_1703353.acs
Bacteria	0.903452	1475871	UP000051274_1736475.acs
Bacteria	0.90462	1726448	UP000051275_1736541.acs
Bacteria	0.918332	453591	UP000051285_1703394.acs
Bacteria	0.93357	429889	UP000051291_1423820.acs
Bacteria	0.930681	1284231	UP000051295_1641875.acs
Bacteria	0.929096	402550	UP000051296_1123500.acs
Bacteria	0.92161	174482	UP000051297_1576480.acs
Bacteria	0.907504	1677877	UP000051303_1736487.acs
Bacteria	0.949489	890099	UP000051310_1735325.acs
Bacteria	0.946091	525547	UP000051315_1423735.acs
Bacteria	0.721964	1585540	UP000051321_1703405.acs
Bacteria	0.905727	1059892	UP000051323_1736345.acs
Bacteria	0.924887	591324	UP000051324_1423724.acs
Bacteria	0.902879	1269887	UP000051325_1735686.acs
Bacteria	0.924884	963946	UP000051330_1423792.acs
Bacteria	0.913233	1716614	UP000051333_1736545.acs
Bacteria	0.90972	1403714	UP000051336_1735693.acs
Bacteria	0.944825	997365	UP000051346_1703398.acs
Bacteria	0.916518	1357450	UP000051348_1736436.acs
Bacteria	0.927022	547272	UP000051351_1703424.acs
Bacteria	0.89555	1309856	UP000051356_1736416.acs
Bacteria	0.896701	1108293	UP000051360_1736525.acs
Bacteria	0.905783	1136623	UP000051371_1736343.acs
Bacteria	0.946608	681524	UP000051373_1703779.acs
Bacteria	0.92781	383689	UP000051378_1423744.acs
Bacteria	0.903998	2070545	UP000051380_108015.acs
Bacteria	0.898767	988105	UP000051381_1735677.acs
Bacteria	0.923575	1140280	UP000051386_517011.acs
Bacteria	0.937614	191662	UP000051392_1703764.acs
Bacteria	0.901734	1463629	UP000051394_1704023.acs
Bacteria	0.945528	469526	UP000051398_1703427.acs
Bacteria	0.921342	1712709	UP000051401_540747.acs
Bacteria	0.908963	1329603	UP000051403_1736280.acs
Bacteria	0.931907	980680	UP000051405_1736289.acs
Bacteria	0.895712	838976	UP000051407_1736553.acs
Bacteria	0.943998	949529	UP000051409_1453349.acs
Bacteria	0.923256	571806	UP000051412_1423782.acs
Bacteria	0.896695	1534373	UP000051414_1736600.acs
Bacteria	0.92666	778773	UP000051415_1703428.acs
Bacteria	0.922095	592403	UP000051418_1703426.acs
Bacteria	0.921085	293285	UP000051421_1655566.acs
Bacteria	0.903041	1087510	UP000051427_1736301.acs
Bacteria	0.913845	1126097	UP000051430_1736576.acs
Bacteria	0.914531	923721	UP000051442_1423804.acs
Bacteria	0.948143	504748	UP000051445_1423746.acs
Bacteria	0.927998	467948	UP000051450_1423719.acs
Bacteria	0.92174	747846	UP000051451_1423750.acs
Bacteria	0.924588	943339	UP000051455_1736215.acs
Bacteria	0.91546	971049	UP000051456_1736329.acs
Bacteria	0.923772	889209	UP000051457_1703781.acs
Bacteria	0.902784	1115558	UP000051458_1736378.acs
Bacteria	0.915967	885647	UP000051461_1423726.acs
Bacteria	0.934276	1058224	UP000051463_1225657.acs
Bacteria	0.899849	1990138	UP000051465_1736433.acs
Bacteria	0.905018	1172066	UP000051467_1736232.acs
Bacteria	0.931589	328392	UP000051468_1655605.acs
Bacteria	0.911575	889033	UP000051483_1703390.acs
Bacteria	0.927565	615153	UP000051491_89059.acs
Bacteria	0.941935	872039	UP000051494_437022.acs
Bacteria	0.889954	1236740	UP000051495_1736322.acs
Bacteria	0.94103	120185	UP000051496_1703769.acs
Bacteria	0.939127	1075553	UP000051497_295108.acs
Bacteria	0.929059	403319	UP000051500_1122146.acs
Bacteria	0.928277	285119	UP000051503_1703768.acs
Bacteria	0.886373	2105089	UP000051507_1736458.acs
Bacteria	0.960148	526025	UP000051535_1655595.acs
Bacteria	0.928331	160676	UP000051540_1703765.acs
Bacteria	0.892814	1121115	UP000051542_1736379.acs
Bacteria	0.924136	975155	UP000051544_1703391.acs
Bacteria	0.92559	652671	UP000051549_1703761.acs
Bacteria	0.894233	1169619	UP000051559_1736467.acs
Bacteria	0.900513	1914030	UP000051560_1736316.acs
Bacteria	0.911969	1551163	UP000051562_53254.acs
Bacteria	0.931247	420439	UP000051565_1122148.acs
Bacteria	0.908817	426331	UP000051566_1655601.acs
Bacteria	0.928883	585870	UP000051568_319652.acs
Bacteria	0.902296	1638281	UP000051570_1736595.acs
Bacteria	0.901706	1083793	UP000051572_1736393.acs
Bacteria	0.924266	626100	UP000051576_1133569.acs
Bacteria	0.911576	1162481	UP000051583_1736233.acs
Bacteria	0.903188	1340498	UP000051585_1736381.acs
Bacteria	0.923797	1164479	UP000051587_53501.acs
Bacteria	0.942297	684984	UP000051588_1703762.acs
Bacteria	0.926138	618455	UP000051589_1423803.acs
Bacteria	0.925511	1548120	UP000051594_1736223.acs
Bacteria	0.927608	659494	UP000051602_1703389.acs
Bacteria	0.934335	590699	UP000051603_1703763.acs
Bacteria	0.886923	917360	UP000051607_1703355.acs
Bacteria	0.908014	1567174	UP000051611_1736528.acs
Bacteria	0.889822	1000930	UP000051616_1736399.acs
Bacteria	0.924534	627950	UP000051621_1423731.acs
Bacteria	0.91012	1245473	UP000051629_1736501.acs
Bacteria	0.921545	652553	UP000051638_1423796.acs
