ref	tar	nrc	ir	ir.label
PTMT	HS20	1	0	"Without IR (0)"
PTUL	HS20	0.88066	0	"Without IR (0)"
PTUP	HS20	0.89536	0	"Without IR (0)"
PT1	HS21	0.78982	0	"Without IR (0)"
PT2A	HS21	0.79785	0	"Without IR (0)"
PT2B	HS21	0.79182	0	"Without IR (0)"
PT3	HS21	0.79478	0	"Without IR (0)"
PT4	HS21	0.79003	0	"Without IR (0)"
PT5	HS21	0.79145	0	"Without IR (0)"
PT6	HS21	0.79329	0	"Without IR (0)"
PT7	HS21	0.77865	0	"Without IR (0)"
PT8	HS21	0.79304	0	"Without IR (0)"
PT9	HS21	0.78875	0	"Without IR (0)"
PT10	HS21	0.79452	0	"Without IR (0)"
PT11	HS21	0.79382	0	"Without IR (0)"
PT12	HS21	0.79322	0	"Without IR (0)"
PT13	HS21	0.79892	0	"Without IR (0)"
PT14	HS21	0.80284	0	"Without IR (0)"
PT15	HS21	0.80256	0	"Without IR (0)"
PT16	HS21	0.79598	0	"Without IR (0)"
PT17	HS21	0.80008	0	"Without IR (0)"
PT18	HS21	0.8014	0	"Without IR (0)"
PT19	HS21	0.79762	0	"Without IR (0)"
PT20	HS21	0.79282	0	"Without IR (0)"
PT21	HS21	0.362	0	"Without IR (0)"
PT22	HS21	0.80572	0	"Without IR (0)"
PTX	HS21	0.791	0	"Without IR (0)"
PTY	HS21	0.80843	0	"Without IR (0)"
PTMT	HS21	1	0	"Without IR (0)"
PTUL	HS21	0.74511	0	"Without IR (0)"
PTUP	HS21	0.7741	0	"Without IR (0)"
PT1	HS22	0.68641	0	"Without IR (0)"
PT2A	HS22	0.69451	0	"Without IR (0)"
PT2B	HS22	0.68827	0	"Without IR (0)"
PT3	HS22	0.69221	0	"Without IR (0)"
PT4	HS22	0.69068	0	"Without IR (0)"
PT5	HS22	0.68938	0	"Without IR (0)"
PT6	HS22	0.69136	0	"Without IR (0)"
PT7	HS22	0.68541	0	"Without IR (0)"
PT8	HS22	0.69107	0	"Without IR (0)"
PT9	HS22	0.68573	0	"Without IR (0)"
PT10	HS22	0.69012	0	"Without IR (0)"
PT11	HS22	0.69173	0	"Without IR (0)"
PT12	HS22	0.69054	0	"Without IR (0)"
PT13	HS22	0.70149	0	"Without IR (0)"
PT14	HS22	0.69985	0	"Without IR (0)"
PT15	HS22	0.6996	0	"Without IR (0)"
PT16	HS22	0.6906	0	"Without IR (0)"
PT17	HS22	0.69535	0	"Without IR (0)"
PT18	HS22	0.70337	0	"Without IR (0)"
PT19	HS22	0.69168	0	"Without IR (0)"
PT20	HS22	0.68747	0	"Without IR (0)"
PT21	HS22	0.71022	0	"Without IR (0)"
PT22	HS22	0.29903	0	"Without IR (0)"
PTX	HS22	0.69056	0	"Without IR (0)"
PTY	HS22	0.71354	0	"Without IR (0)"
PTMT	HS22	1	0	"Without IR (0)"
PTUL	HS22	0.66347	0	"Without IR (0)"
PTUP	HS22	0.6751	0	"Without IR (0)"
PT1	HSX	0.88175	0	"Without IR (0)"
PT2A	HSX	0.89501	0	"Without IR (0)"
PT2B	HSX	0.88997	0	"Without IR (0)"
PT3	HSX	0.88406	0	"Without IR (0)"
PT4	HSX	0.88315	0	"Without IR (0)"
PT5	HSX	0.88329	0	"Without IR (0)"
PT6	HSX	0.88459	0	"Without IR (0)"
PT7	HSX	0.88623	0	"Without IR (0)"
PT8	HSX	0.88783	0	"Without IR (0)"
PT9	HSX	0.89234	0	"Without IR (0)"
PT10	HSX	0.89098	0	"Without IR (0)"
PT11	HSX	0.884	0	"Without IR (0)"
PT12	HSX	0.88836	0	"Without IR (0)"
PT13	HSX	0.89762	0	"Without IR (0)"
PT14	HSX	0.89676	0	"Without IR (0)"
PT15	HSX	0.90061	0	"Without IR (0)"
PT16	HSX	0.90101	0	"Without IR (0)"
PT17	HSX	0.90233	0	"Without IR (0)"
PT18	HSX	0.9022	0	"Without IR (0)"
PT19	HSX	0.90272	0	"Without IR (0)"
PT20	HSX	0.90336	0	"Without IR (0)"
PT21	HSX	0.91412	0	"Without IR (0)"
PT22	HSX	0.91626	0	"Without IR (0)"
PTX	HSX	0.25783	0	"Without IR (0)"
PTY	HSX	0.92005	0	"Without IR (0)"
PTMT	HSX	1	0	"Without IR (0)"
PTUL	HSX	0.85496	0	"Without IR (0)"
PTUP	HSX	0.90427	0	"Without IR (0)"
PT1	HSY	0.41144	0	"Without IR (0)"
PT2A	HSY	0.41977	0	"Without IR (0)"
PT2B	HSY	0.4183	0	"Without IR (0)"
PT3	HSY	0.41431	0	"Without IR (0)"
PT4	HSY	0.41404	0	"Without IR (0)"
PT5	HSY	0.41501	0	"Without IR (0)"
PT6	HSY	0.41558	0	"Without IR (0)"
PT7	HSY	0.41525	0	"Without IR (0)"
PT8	HSY	0.41657	0	"Without IR (0)"
PT9	HSY	0.41806	0	"Without IR (0)"
PT10	HSY	0.41648	0	"Without IR (0)"
PT11	HSY	0.41688	0	"Without IR (0)"
PT12	HSY	0.41651	0	"Without IR (0)"
PT13	HSY	0.4218	0	"Without IR (0)"
PT14	HSY	0.42168	0	"Without IR (0)"
PT15	HSY	0.42203	0	"Without IR (0)"
PT16	HSY	0.42285	0	"Without IR (0)"
PT17	HSY	0.4225	0	"Without IR (0)"
PT18	HSY	0.42398	0	"Without IR (0)"
PT19	HSY	0.42327	0	"Without IR (0)"
PT20	HSY	0.42239	0	"Without IR (0)"
PT21	HSY	0.42996	0	"Without IR (0)"
PT22	HSY	0.42854	0	"Without IR (0)"
PTX	HSY	0.35946	0	"Without IR (0)"
PTY	HSY	0.33908	0	"Without IR (0)"
PTMT	HSY	1	0	"Without IR (0)"
PTUL	HSY	0.40042	0	"Without IR (0)"
PTUP	HSY	0.41541	0	"Without IR (0)"
PT1	HSMT	0.80454	0	"Without IR (0)"
PT2A	HSMT	0.83514	0	"Without IR (0)"
PT2B	HSMT	0.82794	0	"Without IR (0)"
PT3	HSMT	0.81947	0	"Without IR (0)"
PT4	HSMT	0.81973	0	"Without IR (0)"
PT5	HSMT	0.82458	0	"Without IR (0)"
PT6	HSMT	0.6989	0	"Without IR (0)"
PT7	HSMT	0.82185	0	"Without IR (0)"
PT8	HSMT	0.81771	0	"Without IR (0)"
PT9	HSMT	0.82961	0	"Without IR (0)"
PT10	HSMT	0.82604	0	"Without IR (0)"
PT11	HSMT	0.82266	0	"Without IR (0)"
PT12	HSMT	0.82013	0	"Without IR (0)"
PT13	HSMT	0.8344	0	"Without IR (0)"
PT14	HSMT	0.826	0	"Without IR (0)"
PT15	HSMT	0.80472	0	"Without IR (0)"
PT16	HSMT	0.82644	0	"Without IR (0)"
PT17	HSMT	0.82265	0	"Without IR (0)"
PT18	HSMT	0.83493	0	"Without IR (0)"
PT19	HSMT	0.80731	0	"Without IR (0)"
PT20	HSMT	0.8415	0	"Without IR (0)"
PT21	HSMT	0.84868	0	"Without IR (0)"
PT22	HSMT	0.83949	0	"Without IR (0)"
PTX	HSMT	0.83154	0	"Without IR (0)"
PTY	HSMT	0.86232	0	"Without IR (0)"
PTMT	HSMT	0.83159	0	"Without IR (0)"
PTUL	HSMT	0.98396	0	"Without IR (0)"
PTUP	HSMT	0.93749	0	"Without IR (0)"
PT1	HSAL	0.99937	0	"Without IR (0)"
PT2A	HSAL	0.99957	0	"Without IR (0)"
PT2B	HSAL	0.99014	0	"Without IR (0)"
PT3	HSAL	0.98847	0	"Without IR (0)"
PT4	HSAL	0.95737	0	"Without IR (0)"
PT5	HSAL	0.90505	0	"Without IR (0)"
PT6	HSAL	0.99461	0	"Without IR (0)"
PT7	HSAL	0.89453	0	"Without IR (0)"
PT8	HSAL	0.93222	0	"Without IR (0)"
PT9	HSAL	0.90132	0	"Without IR (0)"
PT10	HSAL	0.99636	0	"Without IR (0)"
PT11	HSAL	0.99509	0	"Without IR (0)"
PT12	HSAL	0.9973	0	"Without IR (0)"
PT13	HSAL	0.99987	0	"Without IR (0)"
PT14	HSAL	0.99621	0	"Without IR (0)"
PT15	HSAL	0.99929	0	"Without IR (0)"
PT16	HSAL	0.99997	0	"Without IR (0)"
PT17	HSAL	0.99977	0	"Without IR (0)"
PT18	HSAL	0.9967	0	"Without IR (0)"
PT19	HSAL	0.99918	0	"Without IR (0)"
PT20	HSAL	0.99979	0	"Without IR (0)"
PT21	HSAL	1	0	"Without IR (0)"
PT22	HSAL	1	0	"Without IR (0)"
PTX	HSAL	0.99591	0	"Without IR (0)"
PTY	HSAL	0.99898	0	"Without IR (0)"
PTMT	HSAL	1	0	"Without IR (0)"
PTUL	HSAL	0.77788	0	"Without IR (0)"
PTUP	HSAL	0.8257	0	"Without IR (0)"
PT1	HSUL	0.84038	0	"Without IR (0)"
PT2A	HSUL	0.84478	0	"Without IR (0)"
PT2B	HSUL	0.86156	0	"Without IR (0)"
PT3	HSUL	0.86358	0	"Without IR (0)"
PT4	HSUL	0.8591	0	"Without IR (0)"
PT5	HSUL	0.86991	0	"Without IR (0)"
PT6	HSUL	0.87343	0	"Without IR (0)"
PT7	HSUL	0.80599	0	"Without IR (0)"
PT8	HSUL	0.87041	0	"Without IR (0)"
PT9	HSUL	0.83159	0	"Without IR (0)"
PT10	HSUL	0.83465	0	"Without IR (0)"
PT11	HSUL	0.86126	0	"Without IR (0)"
PT12	HSUL	0.87261	0	"Without IR (0)"
PT13	HSUL	0.88899	0	"Without IR (0)"
PT14	HSUL	0.88401	0	"Without IR (0)"
PT15	HSUL	0.88307	0	"Without IR (0)"
PT16	HSUL	0.81773	0	"Without IR (0)"
PT17	HSUL	0.86079	0	"Without IR (0)"
PT18	HSUL	0.88291	0	"Without IR (0)"
PT19	HSUL	0.87667	0	"Without IR (0)"
PT20	HSUL	0.84646	0	"Without IR (0)"
PT21	HSUL	0.89956	0	"Without IR (0)"
PT22	HSUL	0.83253	0	"Without IR (0)"
PTX	HSUL	0.86962	0	"Without IR (0)"
PTY	HSUL	0.85449	0	"Without IR (0)"
PTMT	HSUL	1	0	"Without IR (0)"
PTUL	HSUL	0.69407	0	"Without IR (0)"
PTUP	HSUL	0.62376	0	"Without IR (0)"
PT1	HSUP	0.84936	0	"Without IR (0)"
PT2A	HSUP	0.86791	0	"Without IR (0)"
PT2B	HSUP	0.85572	0	"Without IR (0)"
PT3	HSUP	0.85798	0	"Without IR (0)"
PT4	HSUP	0.8578	0	"Without IR (0)"
PT5	HSUP	0.86007	0	"Without IR (0)"
PT6	HSUP	0.87043	0	"Without IR (0)"
PT7	HSUP	0.78168	0	"Without IR (0)"
PT8	HSUP	0.86974	0	"Without IR (0)"
PT9	HSUP	0.81106	0	"Without IR (0)"
PT10	HSUP	0.84561	0	"Without IR (0)"
PT11	HSUP	0.86045	0	"Without IR (0)"
PT12	HSUP	0.86054	0	"Without IR (0)"
PT13	HSUP	0.89951	0	"Without IR (0)"
PT14	HSUP	0.8985	0	"Without IR (0)"
PT15	HSUP	0.89926	0	"Without IR (0)"
PT16	HSUP	0.85132	0	"Without IR (0)"
PT17	HSUP	0.8605	0	"Without IR (0)"
PT18	HSUP	0.89858	0	"Without IR (0)"
PT19	HSUP	0.86137	0	"Without IR (0)"
PT20	HSUP	0.80613	0	"Without IR (0)"
PT21	HSUP	0.91179	0	"Without IR (0)"
PT22	HSUP	0.88132	0	"Without IR (0)"
PTX	HSUP	0.8647	0	"Without IR (0)"
PTY	HSUP	0.84737	0	"Without IR (0)"
PTMT	HSUP	1	0	"Without IR (0)"
PTUL	HSUP	0.70223	0	"Without IR (0)"
PTUP	HSUP	0.63034	0	"Without IR (0)"
PT1	HS1	0.26517	1	"With IR (1)"
PT2A	HS1	0.83769	1	"With IR (1)"
PT2B	HS1	0.8382	1	"With IR (1)"
PT3	HS1	0.83178	1	"With IR (1)"
PT4	HS1	0.83243	1	"With IR (1)"
PT5	HS1	0.83334	1	"With IR (1)"
PT6	HS1	0.83374	1	"With IR (1)"
PT7	HS1	0.83209	1	"With IR (1)"
PT8	HS1	0.83422	1	"With IR (1)"
PT9	HS1	0.8383	1	"With IR (1)"
PT10	HS1	0.83458	1	"With IR (1)"
PT11	HS1	0.83632	1	"With IR (1)"
PT12	HS1	0.83434	1	"With IR (1)"
PT13	HS1	0.84264	1	"With IR (1)"
PT14	HS1	0.84131	1	"With IR (1)"
PT15	HS1	0.84263	1	"With IR (1)"
PT16	HS1	0.83993	1	"With IR (1)"
PT17	HS1	0.8423	1	"With IR (1)"
PT18	HS1	0.84493	1	"With IR (1)"
PT19	HS1	0.84162	1	"With IR (1)"
PT20	HS1	0.84364	1	"With IR (1)"
PT21	HS1	0.8535	1	"With IR (1)"
PT22	HS1	0.85065	1	"With IR (1)"
PTX	HS1	0.83332	1	"With IR (1)"
PTY	HS1	0.86389	1	"With IR (1)"
PTMT	HS1	1	1	"With IR (1)"
PTUL	HS1	0.82051	1	"With IR (1)"
PTUP	HS1	0.83855	1	"With IR (1)"
PT1	HS2	0.90257	1	"With IR (1)"
PT2A	HS2	0.62748	1	"With IR (1)"
PT2B	HS2	0.56676	1	"With IR (1)"
PT3	HS2	0.90478	1	"With IR (1)"
PT4	HS2	0.90546	1	"With IR (1)"
PT5	HS2	0.90571	1	"With IR (1)"
PT6	HS2	0.90589	1	"With IR (1)"
PT7	HS2	0.90557	1	"With IR (1)"
PT8	HS2	0.90661	1	"With IR (1)"
PT9	HS2	0.9071	1	"With IR (1)"
PT10	HS2	0.90749	1	"With IR (1)"
PT11	HS2	0.90783	1	"With IR (1)"
PT12	HS2	0.9072	1	"With IR (1)"
PT13	HS2	0.91373	1	"With IR (1)"
PT14	HS2	0.91169	1	"With IR (1)"
PT15	HS2	0.91434	1	"With IR (1)"
PT16	HS2	0.91264	1	"With IR (1)"
PT17	HS2	0.91432	1	"With IR (1)"
PT18	HS2	0.91634	1	"With IR (1)"
PT19	HS2	0.91561	1	"With IR (1)"
PT20	HS2	0.91484	1	"With IR (1)"
PT21	HS2	0.92424	1	"With IR (1)"
PT22	HS2	0.92103	1	"With IR (1)"
PTX	HS2	0.90393	1	"With IR (1)"
PTY	HS2	0.93346	1	"With IR (1)"
PTMT	HS2	1	1	"With IR (1)"
PTUL	HS2	0.89219	1	"With IR (1)"
PTUP	HS2	0.91432	1	"With IR (1)"
PT1	HS3	0.90367	1	"With IR (1)"
PT2A	HS3	0.91206	1	"With IR (1)"
PT2B	HS3	0.9101	1	"With IR (1)"
PT3	HS3	0.2806	1	"With IR (1)"
PT4	HS3	0.90358	1	"With IR (1)"
PT5	HS3	0.90528	1	"With IR (1)"
PT6	HS3	0.90356	1	"With IR (1)"
PT7	HS3	0.90611	1	"With IR (1)"
PT8	HS3	0.90546	1	"With IR (1)"
PT9	HS3	0.91005	1	"With IR (1)"
PT10	HS3	0.90638	1	"With IR (1)"
PT11	HS3	0.9072	1	"With IR (1)"
PT12	HS3	0.90518	1	"With IR (1)"
PT13	HS3	0.91497	1	"With IR (1)"
PT14	HS3	0.91379	1	"With IR (1)"
PT15	HS3	0.91638	1	"With IR (1)"
PT16	HS3	0.91446	1	"With IR (1)"
PT17	HS3	0.91684	1	"With IR (1)"
PT18	HS3	0.9181	1	"With IR (1)"
PT19	HS3	0.91642	1	"With IR (1)"
PT20	HS3	0.91652	1	"With IR (1)"
PT21	HS3	0.92681	1	"With IR (1)"
PT22	HS3	0.92574	1	"With IR (1)"
PTX	HS3	0.90379	1	"With IR (1)"
PTY	HS3	0.93606	1	"With IR (1)"
PTMT	HS3	1	1	"With IR (1)"
PTUL	HS3	0.90111	1	"With IR (1)"
PTUP	HS3	0.92136	1	"With IR (1)"
PT1	HS4	0.9029	1	"With IR (1)"
PT2A	HS4	0.91115	1	"With IR (1)"
PT2B	HS4	0.90882	1	"With IR (1)"
PT3	HS4	0.90266	1	"With IR (1)"
PT4	HS4	0.29543	1	"With IR (1)"
PT5	HS4	0.90536	1	"With IR (1)"
PT6	HS4	0.90597	1	"With IR (1)"
PT7	HS4	0.90515	1	"With IR (1)"
PT8	HS4	0.90661	1	"With IR (1)"
PT9	HS4	0.90851	1	"With IR (1)"
PT10	HS4	0.90844	1	"With IR (1)"
PT11	HS4	0.90664	1	"With IR (1)"
PT12	HS4	0.90692	1	"With IR (1)"
PT13	HS4	0.91458	1	"With IR (1)"
PT14	HS4	0.91372	1	"With IR (1)"
PT15	HS4	0.91682	1	"With IR (1)"
PT16	HS4	0.91619	1	"With IR (1)"
PT17	HS4	0.91779	1	"With IR (1)"
PT18	HS4	0.918	1	"With IR (1)"
PT19	HS4	0.91871	1	"With IR (1)"
PT20	HS4	0.91723	1	"With IR (1)"
PT21	HS4	0.92703	1	"With IR (1)"
PT22	HS4	0.92696	1	"With IR (1)"
PTX	HS4	0.90341	1	"With IR (1)"
PTY	HS4	0.93441	1	"With IR (1)"
PTMT	HS4	1	1	"With IR (1)"
PTUL	HS4	0.89482	1	"With IR (1)"
PTUP	HS4	0.91943	1	"With IR (1)"
PT1	HS5	0.90311	1	"With IR (1)"
PT2A	HS5	0.91251	1	"With IR (1)"
PT2B	HS5	0.91024	1	"With IR (1)"
PT3	HS5	0.90196	1	"With IR (1)"
PT4	HS5	0.90367	1	"With IR (1)"
PT5	HS5	0.2924	1	"With IR (1)"
PT6	HS5	0.90265	1	"With IR (1)"
PT7	HS5	0.90646	1	"With IR (1)"
PT8	HS5	0.90491	1	"With IR (1)"
PT9	HS5	0.91019	1	"With IR (1)"
PT10	HS5	0.90687	1	"With IR (1)"
PT11	HS5	0.9077	1	"With IR (1)"
PT12	HS5	0.90476	1	"With IR (1)"
PT13	HS5	0.91525	1	"With IR (1)"
PT14	HS5	0.91429	1	"With IR (1)"
PT15	HS5	0.91678	1	"With IR (1)"
PT16	HS5	0.914	1	"With IR (1)"
PT17	HS5	0.91713	1	"With IR (1)"
PT18	HS5	0.91825	1	"With IR (1)"
PT19	HS5	0.91515	1	"With IR (1)"
PT20	HS5	0.91561	1	"With IR (1)"
PT21	HS5	0.9272	1	"With IR (1)"
PT22	HS5	0.92552	1	"With IR (1)"
PTX	HS5	0.90338	1	"With IR (1)"
PTY	HS5	0.93546	1	"With IR (1)"
PTMT	HS5	1	1	"With IR (1)"
PTUL	HS5	0.893	1	"With IR (1)"
PTUP	HS5	0.91348	1	"With IR (1)"
PT1	HS6	0.89958	1	"With IR (1)"
PT2A	HS6	0.90821	1	"With IR (1)"
PT2B	HS6	0.90611	1	"With IR (1)"
PT3	HS6	0.89964	1	"With IR (1)"
PT4	HS6	0.90118	1	"With IR (1)"
PT5	HS6	0.90073	1	"With IR (1)"
PT6	HS6	0.27925	1	"With IR (1)"
PT7	HS6	0.90307	1	"With IR (1)"
PT8	HS6	0.90397	1	"With IR (1)"
PT9	HS6	0.90679	1	"With IR (1)"
PT10	HS6	0.90522	1	"With IR (1)"
PT11	HS6	0.90427	1	"With IR (1)"
PT12	HS6	0.90368	1	"With IR (1)"
PT13	HS6	0.91053	1	"With IR (1)"
PT14	HS6	0.90965	1	"With IR (1)"
PT15	HS6	0.91211	1	"With IR (1)"
PT16	HS6	0.9126	1	"With IR (1)"
PT17	HS6	0.91304	1	"With IR (1)"
PT18	HS6	0.91373	1	"With IR (1)"
PT19	HS6	0.91414	1	"With IR (1)"
PT20	HS6	0.9146	1	"With IR (1)"
PT21	HS6	0.92269	1	"With IR (1)"
PT22	HS6	0.92316	1	"With IR (1)"
PTX	HS6	0.90011	1	"With IR (1)"
PTY	HS6	0.93234	1	"With IR (1)"
PTMT	HS6	1	1	"With IR (1)"
PTUL	HS6	0.88918	1	"With IR (1)"
PTUP	HS6	0.91815	1	"With IR (1)"
PT1	HS7	0.88941	1	"With IR (1)"
PT2A	HS7	0.90405	1	"With IR (1)"
PT2B	HS7	0.90224	1	"With IR (1)"
PT3	HS7	0.89319	1	"With IR (1)"
PT4	HS7	0.89519	1	"With IR (1)"
PT5	HS7	0.89719	1	"With IR (1)"
PT6	HS7	0.89624	1	"With IR (1)"
PT7	HS7	0.30201	1	"With IR (1)"
PT8	HS7	0.89607	1	"With IR (1)"
PT9	HS7	0.90219	1	"With IR (1)"
PT10	HS7	0.89534	1	"With IR (1)"
PT11	HS7	0.89869	1	"With IR (1)"
PT12	HS7	0.89409	1	"With IR (1)"
PT13	HS7	0.90912	1	"With IR (1)"
PT14	HS7	0.90748	1	"With IR (1)"
PT15	HS7	0.90938	1	"With IR (1)"
PT16	HS7	0.90265	1	"With IR (1)"
PT17	HS7	0.90556	1	"With IR (1)"
PT18	HS7	0.91135	1	"With IR (1)"
PT19	HS7	0.9048	1	"With IR (1)"
PT20	HS7	0.90583	1	"With IR (1)"
PT21	HS7	0.92074	1	"With IR (1)"
PT22	HS7	0.91533	1	"With IR (1)"
PTX	HS7	0.89631	1	"With IR (1)"
PTY	HS7	0.9302	1	"With IR (1)"
PTMT	HS7	1	1	"With IR (1)"
PTUL	HS7	0.69392	1	"With IR (1)"
PTUP	HS7	0.89863	1	"With IR (1)"
PT1	HS8	0.90591	1	"With IR (1)"
PT2A	HS8	0.91342	1	"With IR (1)"
PT2B	HS8	0.91113	1	"With IR (1)"
PT3	HS8	0.90517	1	"With IR (1)"
PT4	HS8	0.90534	1	"With IR (1)"
PT5	HS8	0.90819	1	"With IR (1)"
PT6	HS8	0.90851	1	"With IR (1)"
PT7	HS8	0.90729	1	"With IR (1)"
PT8	HS8	0.30645	1	"With IR (1)"
PT9	HS8	0.91107	1	"With IR (1)"
PT10	HS8	0.90965	1	"With IR (1)"
PT11	HS8	0.90741	1	"With IR (1)"
PT12	HS8	0.90718	1	"With IR (1)"
PT13	HS8	0.91644	1	"With IR (1)"
PT14	HS8	0.91545	1	"With IR (1)"
PT15	HS8	0.91768	1	"With IR (1)"
PT16	HS8	0.91566	1	"With IR (1)"
PT17	HS8	0.91781	1	"With IR (1)"
PT18	HS8	0.91953	1	"With IR (1)"
PT19	HS8	0.91866	1	"With IR (1)"
PT20	HS8	0.9183	1	"With IR (1)"
PT21	HS8	0.92799	1	"With IR (1)"
PT22	HS8	0.92677	1	"With IR (1)"
PTX	HS8	0.90674	1	"With IR (1)"
PTY	HS8	0.9362	1	"With IR (1)"
PTMT	HS8	1	1	"With IR (1)"
PTUL	HS8	0.89471	1	"With IR (1)"
PTUP	HS8	0.91666	1	"With IR (1)"
PT1	HS9	0.79099	1	"With IR (1)"
PT2A	HS9	0.79552	1	"With IR (1)"
PT2B	HS9	0.79414	1	"With IR (1)"
PT3	HS9	0.79286	1	"With IR (1)"
PT4	HS9	0.79015	1	"With IR (1)"
PT5	HS9	0.79361	1	"With IR (1)"
PT6	HS9	0.79455	1	"With IR (1)"
PT7	HS9	0.79106	1	"With IR (1)"
PT8	HS9	0.79535	1	"With IR (1)"
PT9	HS9	0.27428	1	"With IR (1)"
PT10	HS9	0.79461	1	"With IR (1)"
PT11	HS9	0.79553	1	"With IR (1)"
PT12	HS9	0.79416	1	"With IR (1)"
PT13	HS9	0.80349	1	"With IR (1)"
PT14	HS9	0.80141	1	"With IR (1)"
PT15	HS9	0.80422	1	"With IR (1)"
PT16	HS9	0.79916	1	"With IR (1)"
PT17	HS9	0.80182	1	"With IR (1)"
PT18	HS9	0.80592	1	"With IR (1)"
PT19	HS9	0.80202	1	"With IR (1)"
PT20	HS9	0.79738	1	"With IR (1)"
PT21	HS9	0.81392	1	"With IR (1)"
PT22	HS9	0.80513	1	"With IR (1)"
PTX	HS9	0.79323	1	"With IR (1)"
PTY	HS9	0.82069	1	"With IR (1)"
PTMT	HS9	1	1	"With IR (1)"
PTUL	HS9	0.76607	1	"With IR (1)"
PTUP	HS9	0.77893	1	"With IR (1)"
PT1	HS10	0.89965	1	"With IR (1)"
PT2A	HS10	0.90948	1	"With IR (1)"
PT2B	HS10	0.90747	1	"With IR (1)"
PT3	HS10	0.8995	1	"With IR (1)"
PT4	HS10	0.90145	1	"With IR (1)"
PT5	HS10	0.9037	1	"With IR (1)"
PT6	HS10	0.90252	1	"With IR (1)"
PT7	HS10	0.90246	1	"With IR (1)"
PT8	HS10	0.90277	1	"With IR (1)"
PT9	HS10	0.90712	1	"With IR (1)"
PT10	HS10	0.29073	1	"With IR (1)"
PT11	HS10	0.90533	1	"With IR (1)"
PT12	HS10	0.90183	1	"With IR (1)"
PT13	HS10	0.91245	1	"With IR (1)"
PT14	HS10	0.91112	1	"With IR (1)"
PT15	HS10	0.91272	1	"With IR (1)"
PT16	HS10	0.90895	1	"With IR (1)"
PT17	HS10	0.91132	1	"With IR (1)"
PT18	HS10	0.91466	1	"With IR (1)"
PT19	HS10	0.90975	1	"With IR (1)"
PT20	HS10	0.91126	1	"With IR (1)"
PT21	HS10	0.92348	1	"With IR (1)"
PT22	HS10	0.91837	1	"With IR (1)"
PTX	HS10	0.90243	1	"With IR (1)"
PTY	HS10	0.93265	1	"With IR (1)"
PTMT	HS10	1	1	"With IR (1)"
PTUL	HS10	0.88599	1	"With IR (1)"
PTUP	HS10	0.90735	1	"With IR (1)"
PT1	HS11	0.89626	1	"With IR (1)"
PT2A	HS11	0.90546	1	"With IR (1)"
PT2B	HS11	0.90409	1	"With IR (1)"
PT3	HS11	0.89565	1	"With IR (1)"
PT4	HS11	0.89753	1	"With IR (1)"
PT5	HS11	0.89873	1	"With IR (1)"
PT6	HS11	0.89883	1	"With IR (1)"
PT7	HS11	0.89843	1	"With IR (1)"
PT8	HS11	0.90033	1	"With IR (1)"
PT9	HS11	0.90452	1	"With IR (1)"
PT10	HS11	0.90134	1	"With IR (1)"
PT11	HS11	0.29091	1	"With IR (1)"
PT12	HS11	0.9006	1	"With IR (1)"
PT13	HS11	0.91133	1	"With IR (1)"
PT14	HS11	0.9098	1	"With IR (1)"
PT15	HS11	0.91195	1	"With IR (1)"
PT16	HS11	0.90844	1	"With IR (1)"
PT17	HS11	0.90958	1	"With IR (1)"
PT18	HS11	0.9144	1	"With IR (1)"
PT19	HS11	0.90858	1	"With IR (1)"
PT20	HS11	0.91178	1	"With IR (1)"
PT21	HS11	0.92312	1	"With IR (1)"
PT22	HS11	0.92048	1	"With IR (1)"
PTX	HS11	0.89594	1	"With IR (1)"
PTY	HS11	0.93055	1	"With IR (1)"
PTMT	HS11	1	1	"With IR (1)"
PTUL	HS11	0.88934	1	"With IR (1)"
PTUP	HS11	0.91158	1	"With IR (1)"
PT1	HS12	0.89367	1	"With IR (1)"
PT2A	HS12	0.90296	1	"With IR (1)"
PT2B	HS12	0.90122	1	"With IR (1)"
PT3	HS12	0.89049	1	"With IR (1)"
PT4	HS12	0.89409	1	"With IR (1)"
PT5	HS12	0.89611	1	"With IR (1)"
PT6	HS12	0.89379	1	"With IR (1)"
PT7	HS12	0.8947	1	"With IR (1)"
PT8	HS12	0.89455	1	"With IR (1)"
PT9	HS12	0.8999	1	"With IR (1)"
PT10	HS12	0.8953	1	"With IR (1)"
PT11	HS12	0.89789	1	"With IR (1)"
PT12	HS12	0.28214	1	"With IR (1)"
PT13	HS12	0.9066	1	"With IR (1)"
PT14	HS12	0.90508	1	"With IR (1)"
PT15	HS12	0.90743	1	"With IR (1)"
PT16	HS12	0.90343	1	"With IR (1)"
PT17	HS12	0.90588	1	"With IR (1)"
PT18	HS12	0.90969	1	"With IR (1)"
PT19	HS12	0.90443	1	"With IR (1)"
PT20	HS12	0.90508	1	"With IR (1)"
PT21	HS12	0.91885	1	"With IR (1)"
PT22	HS12	0.91478	1	"With IR (1)"
PTX	HS12	0.89386	1	"With IR (1)"
PTY	HS12	0.92994	1	"With IR (1)"
PTMT	HS12	1	1	"With IR (1)"
PTUL	HS12	0.8844	1	"With IR (1)"
PTUP	HS12	0.91026	1	"With IR (1)"
PT1	HS13	0.78694	1	"With IR (1)"
PT2A	HS13	0.7917	1	"With IR (1)"
PT2B	HS13	0.78941	1	"With IR (1)"
PT3	HS13	0.7873	1	"With IR (1)"
