ref	tar	nrc	ir	ir.label
HSY	PT19	0.83488	0	"Without IR (0)"
HSMT	PT19	1	0	"Without IR (0)"
HSAL	PT19	0.78973	0	"Without IR (0)"
HSUL	PT19	0.86211	0	"Without IR (0)"
HSUP	PT19	0.87365	0	"Without IR (0)"
HS1	PT20	0.86579	0	"Without IR (0)"
HS2	PT20	0.86486	0	"Without IR (0)"
HS3	PT20	0.86811	0	"Without IR (0)"
HS4	PT20	0.86872	0	"Without IR (0)"
HS5	PT20	0.86801	0	"Without IR (0)"
HS6	PT20	0.86965	0	"Without IR (0)"
HS7	PT20	0.8659	0	"Without IR (0)"
HS8	PT20	0.87116	0	"Without IR (0)"
HS9	PT20	0.86682	0	"Without IR (0)"
HS10	PT20	0.86932	0	"Without IR (0)"
HS11	PT20	0.87026	0	"Without IR (0)"
HS12	PT20	0.86785	0	"Without IR (0)"
HS13	PT20	0.87556	0	"Without IR (0)"
HS14	PT20	0.87269	0	"Without IR (0)"
HS15	PT20	0.87456	0	"Without IR (0)"
HS16	PT20	0.87313	0	"Without IR (0)"
HS17	PT20	0.87301	0	"Without IR (0)"
HS18	PT20	0.87821	0	"Without IR (0)"
HS19	PT20	0.87447	0	"Without IR (0)"
HS20	PT20	0.29579	0	"Without IR (0)"
HS21	PT20	0.88119	0	"Without IR (0)"
HS22	PT20	0.87619	0	"Without IR (0)"
HSX	PT20	0.86845	0	"Without IR (0)"
HSY	PT20	0.88755	0	"Without IR (0)"
HSMT	PT20	1	0	"Without IR (0)"
HSAL	PT20	0.87106	0	"Without IR (0)"
HSUL	PT20	0.90195	0	"Without IR (0)"
HSUP	PT20	0.90563	0	"Without IR (0)"
HS1	PT21	0.91779	0	"Without IR (0)"
HS2	PT21	0.91675	0	"Without IR (0)"
HS3	PT21	0.91933	0	"Without IR (0)"
HS4	PT21	0.91936	0	"Without IR (0)"
HS5	PT21	0.9205	0	"Without IR (0)"
HS6	PT21	0.92036	0	"Without IR (0)"
HS7	PT21	0.92092	0	"Without IR (0)"
HS8	PT21	0.92229	0	"Without IR (0)"
HS9	PT21	0.92341	0	"Without IR (0)"
HS10	PT21	0.92304	0	"Without IR (0)"
HS11	PT21	0.92297	0	"Without IR (0)"
HS12	PT21	0.92191	0	"Without IR (0)"
HS13	PT21	0.92296	0	"Without IR (0)"
HS14	PT21	0.92573	0	"Without IR (0)"
HS15	PT21	0.9277	0	"Without IR (0)"
HS16	PT21	0.92856	0	"Without IR (0)"
HS17	PT21	0.9279	0	"Without IR (0)"
HS18	PT21	0.92852	0	"Without IR (0)"
HS19	PT21	0.92972	0	"Without IR (0)"
HS20	PT21	0.9304	0	"Without IR (0)"
HS21	PT21	0.31455	0	"Without IR (0)"
HS22	PT21	0.93489	0	"Without IR (0)"
HSX	PT21	0.9196	0	"Without IR (0)"
HSY	PT21	0.9397	0	"Without IR (0)"
HSMT	PT21	1	0	"Without IR (0)"
HSAL	PT21	0.9124	0	"Without IR (0)"
HSUL	PT21	0.95566	0	"Without IR (0)"
HSUP	PT21	0.96101	0	"Without IR (0)"
HS1	PT22	0.81169	0	"Without IR (0)"
HS2	PT22	0.81075	0	"Without IR (0)"
HS3	PT22	0.81594	0	"Without IR (0)"
HS4	PT22	0.81805	0	"Without IR (0)"
HS5	PT22	0.81769	0	"Without IR (0)"
HS6	PT22	0.81833	0	"Without IR (0)"
HS7	PT22	0.81588	0	"Without IR (0)"
HS8	PT22	0.82013	0	"Without IR (0)"
HS9	PT22	0.81816	0	"Without IR (0)"
HS10	PT22	0.81535	0	"Without IR (0)"
HS11	PT22	0.81949	0	"Without IR (0)"
HS12	PT22	0.81803	0	"Without IR (0)"
HS13	PT22	0.8225	0	"Without IR (0)"
HS14	PT22	0.82011	0	"Without IR (0)"
HS15	PT22	0.8208	0	"Without IR (0)"
HS16	PT22	0.81993	0	"Without IR (0)"
HS17	PT22	0.82098	0	"Without IR (0)"
HS18	PT22	0.82689	0	"Without IR (0)"
HS19	PT22	0.82171	0	"Without IR (0)"
HS20	PT22	0.82503	0	"Without IR (0)"
HS21	PT22	0.82944	0	"Without IR (0)"
HS22	PT22	0.2928	0	"Without IR (0)"
HSX	PT22	0.81881	0	"Without IR (0)"
HSY	PT22	0.83815	0	"Without IR (0)"
HSMT	PT22	1	0	"Without IR (0)"
HSAL	PT22	0.80135	0	"Without IR (0)"
HSUL	PT22	0.85038	0	"Without IR (0)"
HSUP	PT22	0.86574	0	"Without IR (0)"
HS1	PTX	0.86224	0	"Without IR (0)"
HS2	PTX	0.86212	0	"Without IR (0)"
HS3	PTX	0.86325	0	"Without IR (0)"
HS4	PTX	0.86332	0	"Without IR (0)"
HS5	PTX	0.86437	0	"Without IR (0)"
HS6	PTX	0.8651	0	"Without IR (0)"
HS7	PTX	0.86721	0	"Without IR (0)"
HS8	PTX	0.86865	0	"Without IR (0)"
HS9	PTX	0.87211	0	"Without IR (0)"
HS10	PTX	0.87075	0	"Without IR (0)"
HS11	PTX	0.86891	0	"Without IR (0)"
HS12	PTX	0.86863	0	"Without IR (0)"
HS13	PTX	0.87573	0	"Without IR (0)"
HS14	PTX	0.87466	0	"Without IR (0)"
HS15	PTX	0.87878	0	"Without IR (0)"
HS16	PTX	0.88177	0	"Without IR (0)"
HS17	PTX	0.88216	0	"Without IR (0)"
HS18	PTX	0.88009	0	"Without IR (0)"
HS19	PTX	0.8849	0	"Without IR (0)"
HS20	PTX	0.88382	0	"Without IR (0)"
HS21	PTX	0.88986	0	"Without IR (0)"
HS22	PTX	0.89251	0	"Without IR (0)"
HSX	PTX	0.24289	0	"Without IR (0)"
HSY	PTX	0.87084	0	"Without IR (0)"
HSMT	PTX	1	0	"Without IR (0)"
HSAL	PTX	0.87987	0	"Without IR (0)"
HSUL	PTX	0.91554	0	"Without IR (0)"
HSUP	PTX	0.92078	0	"Without IR (0)"
HS1	PTY	0.87467	0	"Without IR (0)"
HS2	PTY	0.87227	0	"Without IR (0)"
HS3	PTY	0.87613	0	"Without IR (0)"
HS4	PTY	0.87616	0	"Without IR (0)"
HS5	PTY	0.87742	0	"Without IR (0)"
HS6	PTY	0.88018	0	"Without IR (0)"
HS7	PTY	0.87736	0	"Without IR (0)"
HS8	PTY	0.88003	0	"Without IR (0)"
HS9	PTY	0.88331	0	"Without IR (0)"
HS10	PTY	0.87888	0	"Without IR (0)"
HS11	PTY	0.87816	0	"Without IR (0)"
HS12	PTY	0.87908	0	"Without IR (0)"
HS13	PTY	0.89127	0	"Without IR (0)"
HS14	PTY	0.88817	0	"Without IR (0)"
HS15	PTY	0.88935	0	"Without IR (0)"
HS16	PTY	0.89105	0	"Without IR (0)"
HS17	PTY	0.89628	0	"Without IR (0)"
HS18	PTY	0.8935	0	"Without IR (0)"
HS19	PTY	0.89447	0	"Without IR (0)"
HS20	PTY	0.89101	0	"Without IR (0)"
HS21	PTY	0.88905	0	"Without IR (0)"
HS22	PTY	0.89646	0	"Without IR (0)"
HSX	PTY	0.86946	0	"Without IR (0)"
HSY	PTY	0.65695	0	"Without IR (0)"
HSMT	PTY	1	0	"Without IR (0)"
HSAL	PTY	0.88687	0	"Without IR (0)"
HSUL	PTY	0.90607	0	"Without IR (0)"
HSUP	PTY	0.90785	0	"Without IR (0)"
HS1	PTMT	0.94322	0	"Without IR (0)"
HS2	PTMT	0.98184	0	"Without IR (0)"
HS3	PTMT	0.99156	0	"Without IR (0)"
HS4	PTMT	0.99355	0	"Without IR (0)"
HS5	PTMT	0.98405	0	"Without IR (0)"
HS6	PTMT	0.99098	0	"Without IR (0)"
HS7	PTMT	0.97966	0	"Without IR (0)"
HS8	PTMT	0.99082	0	"Without IR (0)"
HS9	PTMT	0.98883	0	"Without IR (0)"
HS10	PTMT	0.99408	0	"Without IR (0)"
HS11	PTMT	0.99664	0	"Without IR (0)"
HS12	PTMT	0.99999	0	"Without IR (0)"
HS13	PTMT	1	0	"Without IR (0)"
HS14	PTMT	0.99762	0	"Without IR (0)"
HS15	PTMT	0.99995	0	"Without IR (0)"
HS16	PTMT	0.99931	0	"Without IR (0)"
HS17	PTMT	0.95905	0	"Without IR (0)"
HS18	PTMT	1	0	"Without IR (0)"
HS19	PTMT	1	0	"Without IR (0)"
HS20	PTMT	0.99746	0	"Without IR (0)"
HS21	PTMT	0.99291	0	"Without IR (0)"
HS22	PTMT	0.99935	0	"Without IR (0)"
HSX	PTMT	0.98244	0	"Without IR (0)"
HSY	PTMT	1	0	"Without IR (0)"
HSMT	PTMT	0.83144	0	"Without IR (0)"
HSAL	PTMT	0.99055	0	"Without IR (0)"
HSUL	PTMT	0.99971	0	"Without IR (0)"
HSUP	PTMT	1	0	"Without IR (0)"
HS1	PTUL	0.8788	0	"Without IR (0)"
HS2	PTUL	0.87469	0	"Without IR (0)"
HS3	PTUL	0.88803	0	"Without IR (0)"
HS4	PTUL	0.88358	0	"Without IR (0)"
HS5	PTUL	0.88871	0	"Without IR (0)"
HS6	PTUL	0.88324	0	"Without IR (0)"
HS7	PTUL	0.74478	0	"Without IR (0)"
HS8	PTUL	0.89101	0	"Without IR (0)"
HS9	PTUL	0.88378	0	"Without IR (0)"
HS10	PTUL	0.88815	0	"Without IR (0)"
HS11	PTUL	0.88886	0	"Without IR (0)"
HS12	PTUL	0.88872	0	"Without IR (0)"
HS13	PTUL	0.89786	0	"Without IR (0)"
HS14	PTUL	0.89685	0	"Without IR (0)"
HS15	PTUL	0.89975	0	"Without IR (0)"
HS16	PTUL	0.89476	0	"Without IR (0)"
HS17	PTUL	0.89434	0	"Without IR (0)"
HS18	PTUL	0.90428	0	"Without IR (0)"
HS19	PTUL	0.89708	0	"Without IR (0)"
HS20	PTUL	0.89826	0	"Without IR (0)"
HS21	PTUL	0.90032	0	"Without IR (0)"
HS22	PTUL	0.90338	0	"Without IR (0)"
HSX	PTUL	0.85899	0	"Without IR (0)"
HSY	PTUL	0.91228	0	"Without IR (0)"
HSMT	PTUL	1	0	"Without IR (0)"
HSAL	PTUL	0.87985	0	"Without IR (0)"
HSUL	PTUL	0.93116	0	"Without IR (0)"
HSUP	PTUL	0.94026	0	"Without IR (0)"
HS1	PTUP	0.93429	0	"Without IR (0)"
HS2	PTUP	0.92887	0	"Without IR (0)"
HS3	PTUP	0.94805	0	"Without IR (0)"
HS4	PTUP	0.9338	0	"Without IR (0)"
HS5	PTUP	0.93537	0	"Without IR (0)"
HS6	PTUP	0.9496	0	"Without IR (0)"
HS7	PTUP	0.93508	0	"Without IR (0)"
HS8	PTUP	0.94803	0	"Without IR (0)"
HS9	PTUP	0.93371	0	"Without IR (0)"
HS10	PTUP	0.92643	0	"Without IR (0)"
HS11	PTUP	0.95068	0	"Without IR (0)"
HS12	PTUP	0.94462	0	"Without IR (0)"
HS13	PTUP	0.95888	0	"Without IR (0)"
HS14	PTUP	0.94827	0	"Without IR (0)"
HS15	PTUP	0.95064	0	"Without IR (0)"
HS16	PTUP	0.93575	0	"Without IR (0)"
HS17	PTUP	0.94498	0	"Without IR (0)"
HS18	PTUP	0.95144	0	"Without IR (0)"
HS19	PTUP	0.95163	0	"Without IR (0)"
HS20	PTUP	0.94161	0	"Without IR (0)"
HS21	PTUP	0.93976	0	"Without IR (0)"
HS22	PTUP	0.9379	0	"Without IR (0)"
HSX	PTUP	0.94969	0	"Without IR (0)"
HSY	PTUP	0.94294	0	"Without IR (0)"
HSMT	PTUP	1	0	"Without IR (0)"
HSAL	PTUP	0.92291	0	"Without IR (0)"
HSUL	PTUP	0.93442	0	"Without IR (0)"
HSUP	PTUP	0.93366	0	"Without IR (0)"
HS1	PT1	0.27605	1	"With IR (1)"
HS2	PT1	0.88384	1	"With IR (1)"
HS3	PT1	0.88496	1	"With IR (1)"
HS4	PT1	0.88561	1	"With IR (1)"
HS5	PT1	0.88584	1	"With IR (1)"
HS6	PT1	0.88627	1	"With IR (1)"
HS7	PT1	0.88454	1	"With IR (1)"
HS8	PT1	0.88855	1	"With IR (1)"
HS9	PT1	0.8902	1	"With IR (1)"
HS10	PT1	0.88819	1	"With IR (1)"
HS11	PT1	0.88859	1	"With IR (1)"
HS12	PT1	0.88764	1	"With IR (1)"
HS13	PT1	0.89378	1	"With IR (1)"
HS14	PT1	0.89243	1	"With IR (1)"
HS15	PT1	0.89442	1	"With IR (1)"
HS16	PT1	0.8947	1	"With IR (1)"
HS17	PT1	0.89442	1	"With IR (1)"
HS18	PT1	0.89655	1	"With IR (1)"
HS19	PT1	0.89593	1	"With IR (1)"
HS20	PT1	0.89754	1	"With IR (1)"
HS21	PT1	0.90401	1	"With IR (1)"
HS22	PT1	0.90311	1	"With IR (1)"
HSX	PT1	0.88549	1	"With IR (1)"
HSY	PT1	0.90784	1	"With IR (1)"
HSMT	PT1	1	1	"With IR (1)"
HSAL	PT1	0.88255	1	"With IR (1)"
HSUL	PT1	0.92863	1	"With IR (1)"
HSUP	PT1	0.93569	1	"With IR (1)"
HS1	PT2A	0.87992	1	"With IR (1)"
HS2	PT2A	0.28542	1	"With IR (1)"
HS3	PT2A	0.88311	1	"With IR (1)"
HS4	PT2A	0.88365	1	"With IR (1)"
HS5	PT2A	0.88429	1	"With IR (1)"
HS6	PT2A	0.88426	1	"With IR (1)"
HS7	PT2A	0.88438	1	"With IR (1)"
HS8	PT2A	0.88607	1	"With IR (1)"
HS9	PT2A	0.887	1	"With IR (1)"
HS10	PT2A	0.8862	1	"With IR (1)"
HS11	PT2A	0.88622	1	"With IR (1)"
HS12	PT2A	0.88561	1	"With IR (1)"
HS13	PT2A	0.8899	1	"With IR (1)"
HS14	PT2A	0.88944	1	"With IR (1)"
HS15	PT2A	0.89093	1	"With IR (1)"
HS16	PT2A	0.89146	1	"With IR (1)"
HS17	PT2A	0.89196	1	"With IR (1)"
HS18	PT2A	0.89288	1	"With IR (1)"
HS19	PT2A	0.89381	1	"With IR (1)"
HS20	PT2A	0.89444	1	"With IR (1)"
HS21	PT2A	0.89906	1	"With IR (1)"
HS22	PT2A	0.89895	1	"With IR (1)"
HSX	PT2A	0.88308	1	"With IR (1)"
HSY	PT2A	0.90311	1	"With IR (1)"
HSMT	PT2A	1	1	"With IR (1)"
HSAL	PT2A	0.88537	1	"With IR (1)"
HSUL	PT2A	0.92001	1	"With IR (1)"
HSUP	PT2A	0.927	1	"With IR (1)"
HS1	PT2B	0.89134	1	"With IR (1)"
HS2	PT2B	0.27559	1	"With IR (1)"
HS3	PT2B	0.89229	1	"With IR (1)"
HS4	PT2B	0.89294	1	"With IR (1)"
HS5	PT2B	0.89331	1	"With IR (1)"
HS6	PT2B	0.89357	1	"With IR (1)"
HS7	PT2B	0.894	1	"With IR (1)"
HS8	PT2B	0.89515	1	"With IR (1)"
HS9	PT2B	0.8963	1	"With IR (1)"
HS10	PT2B	0.89574	1	"With IR (1)"
HS11	PT2B	0.89542	1	"With IR (1)"
HS12	PT2B	0.89485	1	"With IR (1)"
HS13	PT2B	0.89882	1	"With IR (1)"
HS14	PT2B	0.89684	1	"With IR (1)"
HS15	PT2B	0.90067	1	"With IR (1)"
HS16	PT2B	0.90237	1	"With IR (1)"
HS17	PT2B	0.90234	1	"With IR (1)"
HS18	PT2B	0.90095	1	"With IR (1)"
HS19	PT2B	0.90407	1	"With IR (1)"
HS20	PT2B	0.90356	1	"With IR (1)"
HS21	PT2B	0.90744	1	"With IR (1)"
HS22	PT2B	0.90761	1	"With IR (1)"
HSX	PT2B	0.89188	1	"With IR (1)"
HSY	PT2B	0.91243	1	"With IR (1)"
HSMT	PT2B	1	1	"With IR (1)"
HSAL	PT2B	0.89407	1	"With IR (1)"
HSUL	PT2B	0.93046	1	"With IR (1)"
HSUP	PT2B	0.93554	1	"With IR (1)"
HS1	PT3	0.89136	1	"With IR (1)"
HS2	PT3	0.89166	1	"With IR (1)"
HS3	PT3	0.28247	1	"With IR (1)"
HS4	PT3	0.8919	1	"With IR (1)"
HS5	PT3	0.89302	1	"With IR (1)"
HS6	PT3	0.89314	1	"With IR (1)"
HS7	PT3	0.89381	1	"With IR (1)"
HS8	PT3	0.89482	1	"With IR (1)"
HS9	PT3	0.89795	1	"With IR (1)"
HS10	PT3	0.89633	1	"With IR (1)"
HS11	PT3	0.89458	1	"With IR (1)"
HS12	PT3	0.89425	1	"With IR (1)"
HS13	PT3	0.90073	1	"With IR (1)"
HS14	PT3	0.89947	1	"With IR (1)"
HS15	PT3	0.90235	1	"With IR (1)"
HS16	PT3	0.90351	1	"With IR (1)"
HS17	PT3	0.90385	1	"With IR (1)"
HS18	PT3	0.90386	1	"With IR (1)"
HS19	PT3	0.90523	1	"With IR (1)"
HS20	PT3	0.90536	1	"With IR (1)"
HS21	PT3	0.91061	1	"With IR (1)"
HS22	PT3	0.91152	1	"With IR (1)"
HSX	PT3	0.89172	1	"With IR (1)"
HSY	PT3	0.91413	1	"With IR (1)"
HSMT	PT3	1	1	"With IR (1)"
HSAL	PT3	0.89402	1	"With IR (1)"
HSUL	PT3	0.9341	1	"With IR (1)"
HSUP	PT3	0.93909	1	"With IR (1)"
HS1	PT4	0.89138	1	"With IR (1)"
HS2	PT4	0.89175	1	"With IR (1)"
HS3	PT4	0.89148	1	"With IR (1)"
HS4	PT4	0.29389	1	"With IR (1)"
HS5	PT4	0.89313	1	"With IR (1)"
HS6	PT4	0.89356	1	"With IR (1)"
HS7	PT4	0.89397	1	"With IR (1)"
HS8	PT4	0.89451	1	"With IR (1)"
HS9	PT4	0.89693	1	"With IR (1)"
HS10	PT4	0.89652	1	"With IR (1)"
HS11	PT4	0.89474	1	"With IR (1)"
HS12	PT4	0.89492	1	"With IR (1)"
HS13	PT4	0.90083	1	"With IR (1)"
HS14	PT4	0.89994	1	"With IR (1)"
HS15	PT4	0.90313	1	"With IR (1)"
HS16	PT4	0.90439	1	"With IR (1)"
HS17	PT4	0.90499	1	"With IR (1)"
HS18	PT4	0.90402	1	"With IR (1)"
HS19	PT4	0.90662	1	"With IR (1)"
HS20	PT4	0.9064	1	"With IR (1)"
HS21	PT4	0.91014	1	"With IR (1)"
HS22	PT4	0.91328	1	"With IR (1)"
HSX	PT4	0.89118	1	"With IR (1)"
HSY	PT4	0.91347	1	"With IR (1)"
HSMT	PT4	1	1	"With IR (1)"
HSAL	PT4	0.8941	1	"With IR (1)"
HSUL	PT4	0.93391	1	"With IR (1)"
HSUP	PT4	0.93832	1	"With IR (1)"
HS1	PT5	0.88837	1	"With IR (1)"
HS2	PT5	0.8893	1	"With IR (1)"
HS3	PT5	0.88954	1	"With IR (1)"
HS4	PT5	0.89052	1	"With IR (1)"
HS5	PT5	0.2836	1	"With IR (1)"
HS6	PT5	0.88977	1	"With IR (1)"
HS7	PT5	0.89182	1	"With IR (1)"
HS8	PT5	0.89314	1	"With IR (1)"
HS9	PT5	0.89549	1	"With IR (1)"
HS10	PT5	0.89403	1	"With IR (1)"
HS11	PT5	0.89314	1	"With IR (1)"
HS12	PT5	0.89258	1	"With IR (1)"
HS13	PT5	0.8981	1	"With IR (1)"
HS14	PT5	0.89705	1	"With IR (1)"
HS15	PT5	0.89987	1	"With IR (1)"
HS16	PT5	0.90144	1	"With IR (1)"
HS17	PT5	0.90166	1	"With IR (1)"
HS18	PT5	0.90113	1	"With IR (1)"
HS19	PT5	0.9032	1	"With IR (1)"
HS20	PT5	0.90325	1	"With IR (1)"
HS21	PT5	0.90847	1	"With IR (1)"
HS22	PT5	0.90959	1	"With IR (1)"
HSX	PT5	0.88882	1	"With IR (1)"
HSY	PT5	0.91115	1	"With IR (1)"
HSMT	PT5	1	1	"With IR (1)"
HSAL	PT5	0.89171	1	"With IR (1)"
HSUL	PT5	0.93104	1	"With IR (1)"
HSUP	PT5	0.93603	1	"With IR (1)"
HS1	PT6	0.88664	1	"With IR (1)"
HS2	PT6	0.88706	1	"With IR (1)"
HS3	PT6	0.88623	1	"With IR (1)"
HS4	PT6	0.88833	1	"With IR (1)"
HS5	PT6	0.88783	1	"With IR (1)"
HS6	PT6	0.28148	1	"With IR (1)"
HS7	PT6	0.88973	1	"With IR (1)"
HS8	PT6	0.89083	1	"With IR (1)"
HS9	PT6	0.89319	1	"With IR (1)"
HS10	PT6	0.89177	1	"With IR (1)"
HS11	PT6	0.89103	1	"With IR (1)"
HS12	PT6	0.89024	1	"With IR (1)"
HS13	PT6	0.89597	1	"With IR (1)"
HS14	PT6	0.89495	1	"With IR (1)"
HS15	PT6	0.89783	1	"With IR (1)"
HS16	PT6	0.89926	1	"With IR (1)"
HS17	PT6	0.89914	1	"With IR (1)"
HS18	PT6	0.89914	1	"With IR (1)"
HS19	PT6	0.90066	1	"With IR (1)"
HS20	PT6	0.90104	1	"With IR (1)"
HS21	PT6	0.90644	1	"With IR (1)"
HS22	PT6	0.90744	1	"With IR (1)"
HSX	PT6	0.88694	1	"With IR (1)"
HSY	PT6	0.90969	1	"With IR (1)"
HSMT	PT6	1	1	"With IR (1)"
HSAL	PT6	0.86974	1	"With IR (1)"
HSUL	PT6	0.93031	1	"With IR (1)"
HSUP	PT6	0.93554	1	"With IR (1)"
HS1	PT7	0.85923	1	"With IR (1)"
HS2	PT7	0.86625	1	"With IR (1)"
HS3	PT7	0.86697	1	"With IR (1)"
HS4	PT7	0.8674	1	"With IR (1)"
HS5	PT7	0.86833	1	"With IR (1)"
HS6	PT7	0.86927	1	"With IR (1)"
HS7	PT7	0.28973	1	"With IR (1)"
HS8	PT7	0.87052	1	"With IR (1)"
HS9	PT7	0.87074	1	"With IR (1)"
HS10	PT7	0.86892	1	"With IR (1)"
HS11	PT7	0.86926	1	"With IR (1)"
HS12	PT7	0.86883	1	"With IR (1)"
HS13	PT7	0.8765	1	"With IR (1)"
HS14	PT7	0.87447	1	"With IR (1)"
HS15	PT7	0.87747	1	"With IR (1)"
HS16	PT7	0.87623	1	"With IR (1)"
HS17	PT7	0.87623	1	"With IR (1)"
HS18	PT7	0.87912	1	"With IR (1)"
HS19	PT7	0.87818	1	"With IR (1)"
HS20	PT7	0.87861	1	"With IR (1)"
HS21	PT7	0.88209	1	"With IR (1)"
HS22	PT7	0.88464	1	"With IR (1)"
HSX	PT7	0.86801	1	"With IR (1)"
HSY	PT7	0.89045	1	"With IR (1)"
HSMT	PT7	1	1	"With IR (1)"
HSAL	PT7	0.8646	1	"With IR (1)"
HSUL	PT7	0.90646	1	"With IR (1)"
HSUP	PT7	0.9118	1	"With IR (1)"
HS1	PT8	0.88593	1	"With IR (1)"
HS2	PT8	0.88651	1	"With IR (1)"
HS3	PT8	0.88644	1	"With IR (1)"
HS4	PT8	0.88715	1	"With IR (1)"
HS5	PT8	0.88838	1	"With IR (1)"
HS6	PT8	0.88863	1	"With IR (1)"
HS7	PT8	0.88832	1	"With IR (1)"
HS8	PT8	0.2976	1	"With IR (1)"
HS9	PT8	0.89258	1	"With IR (1)"
HS10	PT8	0.89083	1	"With IR (1)"
HS11	PT8	0.88978	1	"With IR (1)"
HS12	PT8	0.88913	1	"With IR (1)"
HS13	PT8	0.89524	1	"With IR (1)"
HS14	PT8	0.89432	1	"With IR (1)"
HS15	PT8	0.89692	1	"With IR (1)"
HS16	PT8	0.89731	1	"With IR (1)"
HS17	PT8	0.89793	1	"With IR (1)"
HS18	PT8	0.89824	1	"With IR (1)"
HS19	PT8	0.89907	1	"With IR (1)"
HS20	PT8	0.89977	1	"With IR (1)"
HS21	PT8	0.90519	1	"With IR (1)"
HS22	PT8	0.90576	1	"With IR (1)"
HSX	PT8	0.8869	1	"With IR (1)"
HSY	PT8	0.90804	1	"With IR (1)"
HSMT	PT8	1	1	"With IR (1)"
HSAL	PT8	0.88288	1	"With IR (1)"
HSUL	PT8	0.92733	1	"With IR (1)"
HSUP	PT8	0.93237	1	"With IR (1)"
HS1	PT9	0.87596	1	"With IR (1)"
HS2	PT9	0.87235	1	"With IR (1)"
HS3	PT9	0.87675	1	"With IR (1)"
HS4	PT9	0.87676	1	"With IR (1)"
HS5	PT9	0.87832	1	"With IR (1)"
HS6	PT9	0.87849	1	"With IR (1)"
HS7	PT9	0.87838	1	"With IR (1)"
HS8	PT9	0.88023	1	"With IR (1)"
HS9	PT9	0.28553	1	"With IR (1)"
HS10	PT9	0.88061	1	"With IR (1)"
HS11	PT9	0.88027	1	"With IR (1)"
HS12	PT9	0.87922	1	"With IR (1)"
HS13	PT9	0.88426	1	"With IR (1)"
HS14	PT9	0.8829	1	"With IR (1)"
HS15	PT9	0.88562	1	"With IR (1)"
HS16	PT9	0.88663	1	"With IR (1)"
HS17	PT9	0.88654	1	"With IR (1)"
HS18	PT9	0.88666	1	"With IR (1)"
HS19	PT9	0.88794	1	"With IR (1)"
HS20	PT9	0.88689	1	"With IR (1)"
HS21	PT9	0.89187	1	"With IR (1)"
HS22	PT9	0.89224	1	"With IR (1)"
HSX	PT9	0.87727	1	"With IR (1)"
HSY	PT9	0.89817	1	"With IR (1)"
HSMT	PT9	1	1	"With IR (1)"
HSAL	PT9	0.8787	1	"With IR (1)"
HSUL	PT9	0.91597	1	"With IR (1)"
HSUP	PT9	0.92167	1	"With IR (1)"
HS1	PT10	0.87951	1	"With IR (1)"
HS2	PT10	0.87974	1	"With IR (1)"
HS3	PT10	0.88089	1	"With IR (1)"
HS4	PT10	0.88193	1	"With IR (1)"
HS5	PT10	0.88276	1	"With IR (1)"
HS6	PT10	0.88302	1	"With IR (1)"
HS7	PT10	0.88207	1	"With IR (1)"
HS8	PT10	0.88409	1	"With IR (1)"
HS9	PT10	0.88596	1	"With IR (1)"
HS10	PT10	0.28563	1	"With IR (1)"
HS11	PT10	0.88378	1	"With IR (1)"
HS12	PT10	0.88329	1	"With IR (1)"
HS13	PT10	0.88973	1	"With IR (1)"
HS14	PT10	0.88829	1	"With IR (1)"
HS15	PT10	0.89019	1	"With IR (1)"
HS16	PT10	0.88948	1	"With IR (1)"
HS17	PT10	0.89009	1	"With IR (1)"
HS18	PT10	0.89196	1	"With IR (1)"
HS19	PT10	0.89171	1	"With IR (1)"
HS20	PT10	0.89341	1	"With IR (1)"
HS21	PT10	0.89876	1	"With IR (1)"
HS22	PT10	0.89747	1	"With IR (1)"
HSX	PT10	0.88205	1	"With IR (1)"
HSY	PT10	0.90274	1	"With IR (1)"
HSMT	PT10	1	1	"With IR (1)"
HSAL	PT10	0.88236	1	"With IR (1)"
HSUL	PT10	0.92123	1	"With IR (1)"
HSUP	PT10	0.92802	1	"With IR (1)"
HS1	PT11	0.87999	1	"With IR (1)"
HS2	PT11	0.88012	1	"With IR (1)"
HS3	PT11	0.8795	1	"With IR (1)"
HS4	PT11	0.88054	1	"With IR (1)"
HS5	PT11	0.88121	1	"With IR (1)"
HS6	PT11	0.88171	1	"With IR (1)"
HS7	PT11	0.88093	1	"With IR (1)"
HS8	PT11	0.88275	1	"With IR (1)"
HS9	PT11	0.88588	1	"With IR (1)"
HS10	PT11	0.88406	1	"With IR (1)"
HS11	PT11	0.28109	1	"With IR (1)"
HS12	PT11	0.88202	1	"With IR (1)"
HS13	PT11	0.88921	1	"With IR (1)"
HS14	PT11	0.88789	1	"With IR (1)"
HS15	PT11	0.8906	1	"With IR (1)"
HS16	PT11	0.89098	1	"With IR (1)"
HS17	PT11	0.89185	1	"With IR (1)"
HS18	PT11	0.89234	1	"With IR (1)"
HS19	PT11	0.89242	1	"With IR (1)"
HS20	PT11	0.89358	1	"With IR (1)"
HS21	PT11	0.89914	1	"With IR (1)"
HS22	PT11	0.89947	1	"With IR (1)"
HSX	PT11	0.87988	1	"With IR (1)"
HSY	PT11	0.9024	1	"With IR (1)"
HSMT	PT11	1	1	"With IR (1)"
HSAL	PT11	0.88079	1	"With IR (1)"
HSUL	PT11	0.92142	1	"With IR (1)"
HSUP	PT11	0.92729	1	"With IR (1)"
HS1	PT12	0.87147	1	"With IR (1)"
