ref	tar	nrc
GGA30	MGA24	1.00E-05
GGA31	MGA24	4.00E-05
GGA32	MGA24	7.00E-05
GGA33	MGA24	0.00038
GGALG	MGA24	0.00036
GGAMT	MGA24	0
GGAW	MGA24	0.00056
GGAZ	MGA24	0.00046
GGAUL	MGA24	0.00388
GGAUP	MGA24	0.00068
GGA1	MGA25	-0.00016
GGA2	MGA25	2.00E-05
GGA3	MGA25	0.00016
GGA4	MGA25	0.00023
GGA5	MGA25	0.00025
GGA6	MGA25	0.00045
GGA7	MGA25	0.00042
GGA8	MGA25	0.00051
GGA9	MGA25	0.00052
GGA10	MGA25	0.00049
GGA11	MGA25	0.00052
GGA12	MGA25	0.00052
GGA13	MGA25	6.00E-04
GGA14	MGA25	0.00046
GGA15	MGA25	0.00058
GGA16	MGA25	0.00033
GGA17	MGA25	0.00047
GGA18	MGA25	0.00056
GGA19	MGA25	0.00053
GGA20	MGA25	0.00043
GGA21	MGA25	0.00053
GGA22	MGA25	0.00053
GGA23	MGA25	0.00225
GGA24	MGA25	0.00068
GGA25	MGA25	0.00056
GGA26	MGA25	0.00028
GGA27	MGA25	0.00062
GGA28	MGA25	0.00042
GGA30	MGA25	4.00E-05
GGA31	MGA25	9.00E-05
GGA32	MGA25	8.00E-05
GGA33	MGA25	0.00037
GGALG	MGA25	5.00E-04
GGAMT	MGA25	0
GGAW	MGA25	0.00053
GGAZ	MGA25	0.00037
GGAUL	MGA25	0.0025
GGAUP	MGA25	2.00E-04
GGA1	MGA26	-0.00025
GGA2	MGA26	-1.00E-04
GGA3	MGA26	7.00E-05
GGA4	MGA26	0.00026
GGA5	MGA26	0.00037
GGA6	MGA26	0.00044
GGA7	MGA26	0.00054
GGA8	MGA26	0.00042
GGA9	MGA26	0.00045
GGA10	MGA26	0.00045
GGA11	MGA26	0.00044
GGA12	MGA26	0.00053
GGA13	MGA26	0.00044
GGA14	MGA26	0.00042
GGA15	MGA26	0.00035
GGA16	MGA26	1.00E-04
GGA17	MGA26	0.00064
GGA18	MGA26	0.00049
GGA19	MGA26	0.00039
GGA20	MGA26	0.00044
GGA21	MGA26	4.00E-04
GGA22	MGA26	0.00044
GGA23	MGA26	0.00042
GGA24	MGA26	0.00072
GGA25	MGA26	0.00034
GGA26	MGA26	4.00E-04
GGA27	MGA26	0.00049
GGA28	MGA26	0.00031
GGA30	MGA26	2.00E-05
GGA31	MGA26	4.00E-05
GGA32	MGA26	0.00011
GGA33	MGA26	0.00018
GGALG	MGA26	0.00035
GGAMT	MGA26	0
GGAW	MGA26	0.00052
GGAZ	MGA26	0.00028
GGAUL	MGA26	0.0043
GGAUP	MGA26	0.00018
GGA1	MGA27	-0.00019
GGA2	MGA27	-5.00E-05
GGA3	MGA27	-2.00E-05
GGA4	MGA27	0.00013
GGA5	MGA27	3.00E-04
GGA6	MGA27	0.00026
GGA7	MGA27	0.00018
GGA8	MGA27	0.00023
GGA9	MGA27	0.00017
GGA10	MGA27	0.00021
GGA11	MGA27	0.00028
GGA12	MGA27	0.00024
GGA13	MGA27	4.00E-04
GGA14	MGA27	0.00019
GGA15	MGA27	0.00029
GGA16	MGA27	0.00012
GGA17	MGA27	0.00039
GGA18	MGA27	0.00022
GGA19	MGA27	0.00031
GGA20	MGA27	1.00E-04
GGA21	MGA27	0.00022
GGA22	MGA27	0.00023
GGA23	MGA27	0.00024
GGA24	MGA27	0.00015
GGA25	MGA27	0.05018
GGA26	MGA27	0.00017
GGA27	MGA27	0.00039
GGA28	MGA27	0.00014
GGA30	MGA27	4.00E-05
GGA31	MGA27	0.00012
GGA32	MGA27	1.00E-04
GGA33	MGA27	0.00016
GGALG	MGA27	0.00019
GGAMT	MGA27	0
GGAW	MGA27	0.00044
GGAZ	MGA27	0.00026
GGAUL	MGA27	0.00455
GGAUP	MGA27	0.00068
GGA1	MGA28	-5.00E-04
GGA2	MGA28	-0.00023
GGA3	MGA28	-0.00016
GGA4	MGA28	-6.00E-05
GGA5	MGA28	1.00E-04
GGA6	MGA28	0.00023
GGA7	MGA28	0.00026
GGA8	MGA28	0.00027
GGA9	MGA28	0.00034
GGA10	MGA28	0.00036
GGA11	MGA28	3.00E-04
GGA12	MGA28	0.00039
GGA13	MGA28	0.00033
GGA14	MGA28	0.00036
GGA15	MGA28	0.00035
GGA16	MGA28	0.00022
GGA17	MGA28	0.00032
GGA18	MGA28	0.00038
GGA19	MGA28	0.00035
GGA20	MGA28	0.00028
GGA21	MGA28	0.00031
GGA22	MGA28	4.00E-04
GGA23	MGA28	3.00E-04
GGA24	MGA28	0.00041
GGA25	MGA28	5.00E-04
GGA26	MGA28	0.00025
GGA27	MGA28	0.00062
GGA28	MGA28	0.00024
GGA30	MGA28	2.00E-05
GGA31	MGA28	5.00E-05
GGA32	MGA28	8.00E-05
GGA33	MGA28	0.00024
GGALG	MGA28	0.00033
GGAMT	MGA28	0
GGAW	MGA28	0.00052
GGAZ	MGA28	0.00011
GGAUL	MGA28	0.00532
GGAUP	MGA28	6.00E-05
GGA1	MGA29	-2.00E-05
GGA2	MGA29	0.0033
GGA3	MGA29	0.00017
GGA4	MGA29	0.00038
GGA5	MGA29	0.00027
GGA6	MGA29	0.00048
GGA7	MGA29	5.00E-04
GGA8	MGA29	0.00053
GGA9	MGA29	0.00047
GGA10	MGA29	0.00051
GGA11	MGA29	0.00044
GGA12	MGA29	0.00055
GGA13	MGA29	0.00056
GGA14	MGA29	0.00051
GGA15	MGA29	0.00049
GGA16	MGA29	0.00017
GGA17	MGA29	0.00047
GGA18	MGA29	0.00061
GGA19	MGA29	0.00049
GGA20	MGA29	0.00045
GGA21	MGA29	0.00045
GGA22	MGA29	0.00049
GGA23	MGA29	0.00045
GGA24	MGA29	5.00E-04
GGA25	MGA29	0.00062
GGA26	MGA29	0.00023
GGA27	MGA29	0.00156
GGA28	MGA29	0.00048
GGA30	MGA29	5.00E-05
GGA31	MGA29	8.00E-05
GGA32	MGA29	0.00016
GGA33	MGA29	0.00032
GGALG	MGA29	0.00066
GGAMT	MGA29	0
GGAW	MGA29	0.00058
GGAZ	MGA29	0.00049
GGAUL	MGA29	0.00328
GGAUP	MGA29	0.00057
GGA1	MGA30	-0.00014
GGA2	MGA30	7.00E-05
GGA3	MGA30	1.00E-04
GGA4	MGA30	0.00027
GGA5	MGA30	0.00031
GGA6	MGA30	4.00E-04
GGA7	MGA30	0.00039
GGA8	MGA30	0.00044
GGA9	MGA30	0.00037
GGA10	MGA30	0.00039
GGA11	MGA30	0.00044
GGA12	MGA30	4.00E-04
GGA13	MGA30	0.00042
GGA14	MGA30	0.00033
GGA15	MGA30	0.00037
GGA16	MGA30	0.00013
GGA17	MGA30	3.00E-04
GGA18	MGA30	0.00046
GGA19	MGA30	0.00045
GGA20	MGA30	0.00026
GGA21	MGA30	0.00033
GGA22	MGA30	0.00043
GGA23	MGA30	3.00E-04
GGA24	MGA30	3.00E-04
GGA25	MGA30	0.00033
GGA26	MGA30	2.00E-04
GGA27	MGA30	0.00052
GGA28	MGA30	0.00993
GGA30	MGA30	4.00E-05
GGA31	MGA30	8.00E-05
GGA32	MGA30	8.00E-05
GGA33	MGA30	0.00028
GGALG	MGA30	0.00056
GGAMT	MGA30	0
GGAW	MGA30	0.00057
GGAZ	MGA30	0.00045
GGAUL	MGA30	0.00391
GGAUP	MGA30	0.00022
GGA1	MGAMT	0
GGA2	MGAMT	0.00132
GGA3	MGAMT	0
GGA4	MGAMT	-0.00025
GGA5	MGAMT	0
GGA6	MGAMT	6.00E-05
GGA7	MGAMT	0
GGA8	MGAMT	0.00017
GGA9	MGAMT	0
GGA10	MGAMT	-7.00E-05
GGA11	MGAMT	-0.00011
GGA12	MGAMT	0
GGA13	MGAMT	0.00028
GGA14	MGAMT	0
GGA15	MGAMT	0
GGA16	MGAMT	0
GGA17	MGAMT	0
GGA18	MGAMT	0
GGA19	MGAMT	0
GGA20	MGAMT	0
GGA21	MGAMT	0
GGA22	MGAMT	0
GGA23	MGAMT	0
GGA24	MGAMT	0
GGA25	MGAMT	0
GGA26	MGAMT	0
GGA27	MGAMT	0
GGA28	MGAMT	0
GGA30	MGAMT	0
GGA31	MGAMT	0
GGA32	MGAMT	0
GGA33	MGAMT	0
GGALG	MGAMT	0
GGAMT	MGAMT	0
GGAW	MGAMT	0
GGAZ	MGAMT	0
GGAUL	MGAMT	0.00017
GGAUP	MGAMT	0
GGA1	MGAW	0.01385
GGA2	MGAW	0.0157
GGA3	MGAW	0.01268
GGA4	MGAW	0.01537
GGA5	MGAW	0.01513
GGA6	MGAW	0.0105
GGA7	MGAW	0.01187
GGA8	MGAW	0.00954
GGA9	MGAW	0.00609
GGA10	MGAW	0.00869
GGA11	MGAW	0.00902
GGA12	MGAW	0.01058
GGA13	MGAW	0.00527
GGA14	MGAW	0.0049
GGA15	MGAW	0.00406
GGA16	MGAW	0.00142
GGA17	MGAW	0.00362
GGA18	MGAW	0.00959
GGA19	MGAW	0.00313
GGA20	MGAW	0.00433
GGA21	MGAW	0.00247
GGA22	MGAW	0.00207
GGA23	MGAW	0.00286
GGA24	MGAW	0.00225
GGA25	MGAW	0.00103
GGA26	MGAW	0.00295
GGA27	MGAW	0.00919
GGA28	MGAW	0.00298
GGA30	MGAW	5.00E-05
GGA31	MGAW	0.00077
GGA32	MGAW	0.00012
GGA33	MGAW	1.00E-04
GGALG	MGAW	0.0025
GGAMT	MGAW	0
GGAW	MGAW	0.05121
GGAZ	MGAW	0.0194
GGAUL	MGAW	0.03978
GGAUP	MGAW	0.01181
GGA1	MGAZ	0.0013
GGA2	MGAZ	0.0016
GGA3	MGAZ	0.00149
GGA4	MGAZ	0.00163
GGA5	MGAZ	0.00142
GGA6	MGAZ	0.0014
GGA7	MGAZ	0.00138
GGA8	MGAZ	0.00134
GGA9	MGAZ	0.00115
GGA10	MGAZ	0.00118
GGA11	MGAZ	0.00125
GGA12	MGAZ	0.00122
GGA13	MGAZ	0.00107
GGA14	MGAZ	0.00104
GGA15	MGAZ	0.00089
GGA16	MGAZ	0.00016
GGA17	MGAZ	0.00088
GGA18	MGAZ	0.00111
GGA19	MGAZ	0.00092
GGA20	MGAZ	0.00094
GGA21	MGAZ	0.00073
GGA22	MGAZ	0.00077
GGA23	MGAZ	6.00E-04
GGA24	MGAZ	0.00055
GGA25	MGAZ	0.00046
GGA26	MGAZ	0.00055
GGA27	MGAZ	0.00108
GGA28	MGAZ	0.00071
GGA30	MGAZ	4.00E-05
GGA31	MGAZ	7.00E-05
GGA32	MGAZ	5.00E-05
GGA33	MGAZ	0.00018
GGALG	MGAZ	0.00074
GGAMT	MGAZ	0
GGAW	MGAZ	0.00188
GGAZ	MGAZ	0.00369
GGAUL	MGAZ	0.00313
GGAUP	MGAZ	0.00118
GGA1	MGAUL	0.00703
GGA2	MGAUL	0.0066
GGA3	MGAUL	0.0056
GGA4	MGAUL	0.00498
GGA5	MGAUL	0.00413
GGA6	MGAUL	0.00301
GGA7	MGAUL	0.00389
GGA8	MGAUL	0.00184
GGA9	MGAUL	0.00157
GGA10	MGAUL	0.00222
GGA11	MGAUL	0.00203
GGA12	MGAUL	0.00228
GGA13	MGAUL	0.002
GGA14	MGAUL	0.00177
GGA15	MGAUL	0.0018
GGA16	MGAUL	0.00036
GGA17	MGAUL	0.00161
GGA18	MGAUL	0.0022
GGA19	MGAUL	0.00181
GGA20	MGAUL	0.00183
GGA21	MGAUL	0.00095
GGA22	MGAUL	0.00106
GGA23	MGAUL	0.00088
GGA24	MGAUL	0.00126
GGA25	MGAUL	0.00092
GGA26	MGAUL	0.00091
GGA27	MGAUL	0.00217
GGA28	MGAUL	0.00181
GGA30	MGAUL	3.00E-05
GGA31	MGAUL	1.00E-04
GGA32	MGAUL	9.00E-05
GGA33	MGAUL	0.00092
GGALG	MGAUL	0.00082
GGAMT	MGAUL	0
GGAW	MGAUL	0.00281
GGAZ	MGAUL	0.00438
GGAUL	MGAUL	0.00471
GGAUP	MGAUL	0.00275
GGA1	MGAUP	0.00764
GGA2	MGAUP	0.00541
GGA3	MGAUP	0.00424
GGA4	MGAUP	0.0041
GGA5	MGAUP	0.00314
GGA6	MGAUP	0.00302
GGA7	MGAUP	0.00307
GGA8	MGAUP	0.00246
GGA9	MGAUP	0.00197
GGA10	MGAUP	0.00195
GGA11	MGAUP	0.00249
GGA12	MGAUP	0.00245
GGA13	MGAUP	0.0019
GGA14	MGAUP	0.00147
GGA15	MGAUP	0.00121
GGA16	MGAUP	0.00035
GGA17	MGAUP	0.00126
GGA18	MGAUP	0.00168
GGA19	MGAUP	0.00146
GGA20	MGAUP	0.00138
GGA21	MGAUP	0.00092
GGA22	MGAUP	0.00194
GGA23	MGAUP	0.00078
GGA24	MGAUP	0.00076
GGA25	MGAUP	0.00105
GGA26	MGAUP	0.00083
GGA27	MGAUP	0.00248
GGA28	MGAUP	0.0013
GGA30	MGAUP	2.00E-05
GGA31	MGAUP	8.00E-05
GGA32	MGAUP	0.00012
GGA33	MGAUP	0.00071
GGALG	MGAUP	0.00086
GGAMT	MGAUP	0
GGAW	MGAUP	0.00317
GGAZ	MGAUP	0.00636
GGAUL	MGAUP	0.00516
GGAUP	MGAUP	0.00465
