ref	tar	nrc	ir.label
MGAUL	GGA16	0.98547	"Without IR (0)"
MGAUP	GGA16	0.96428	"Without IR (0)"
MGA1	GGA17	0.95044	"Without IR (0)"
MGA2	GGA17	0.95066	"Without IR (0)"
MGA3	GGA17	0.95106	"Without IR (0)"
MGA4	GGA17	0.95088	"Without IR (0)"
MGA5	GGA17	0.9512	"Without IR (0)"
MGA6	GGA17	0.95135	"Without IR (0)"
MGA7	GGA17	0.95171	"Without IR (0)"
MGA8	GGA17	0.95182	"Without IR (0)"
MGA9	GGA17	0.95197	"Without IR (0)"
MGA10	GGA17	0.95189	"Without IR (0)"
MGA11	GGA17	0.95175	"Without IR (0)"
MGA12	GGA17	0.95221	"Without IR (0)"
MGA13	GGA17	0.95267	"Without IR (0)"
MGA14	GGA17	0.95225	"Without IR (0)"
MGA15	GGA17	0.95229	"Without IR (0)"
MGA16	GGA17	0.95254	"Without IR (0)"
MGA17	GGA17	0.95248	"Without IR (0)"
MGA18	GGA17	0.9541	"Without IR (0)"
MGA19	GGA17	0.77667	"Without IR (0)"
MGA20	GGA17	0.95218	"Without IR (0)"
MGA21	GGA17	0.95281	"Without IR (0)"
MGA22	GGA17	0.95241	"Without IR (0)"
MGA23	GGA17	0.95267	"Without IR (0)"
MGA24	GGA17	0.95282	"Without IR (0)"
MGA25	GGA17	0.95276	"Without IR (0)"
MGA26	GGA17	0.95269	"Without IR (0)"
MGA27	GGA17	0.95363	"Without IR (0)"
MGA28	GGA17	0.95305	"Without IR (0)"
MGA29	GGA17	0.95283	"Without IR (0)"
MGA30	GGA17	0.95299	"Without IR (0)"
MGAMT	GGA17	1	"Without IR (0)"
MGAW	GGA17	0.95344	"Without IR (0)"
MGAZ	GGA17	0.95091	"Without IR (0)"
MGAUL	GGA17	0.95114	"Without IR (0)"
MGAUP	GGA17	0.94765	"Without IR (0)"
MGA1	GGA18	0.99516	"Without IR (0)"
MGA2	GGA18	0.99557	"Without IR (0)"
MGA3	GGA18	0.99576	"Without IR (0)"
MGA4	GGA18	0.99603	"Without IR (0)"
MGA5	GGA18	0.9962	"Without IR (0)"
MGA6	GGA18	0.99621	"Without IR (0)"
MGA7	GGA18	0.99704	"Without IR (0)"
MGA8	GGA18	0.99706	"Without IR (0)"
MGA9	GGA18	0.99708	"Without IR (0)"
MGA10	GGA18	0.99706	"Without IR (0)"
MGA11	GGA18	0.99715	"Without IR (0)"
MGA12	GGA18	0.9974	"Without IR (0)"
MGA13	GGA18	0.99757	"Without IR (0)"
MGA14	GGA18	0.99754	"Without IR (0)"
MGA15	GGA18	0.99756	"Without IR (0)"
MGA16	GGA18	0.99762	"Without IR (0)"
MGA17	GGA18	0.99792	"Without IR (0)"
MGA18	GGA18	0.99979	"Without IR (0)"
MGA19	GGA18	0.99776	"Without IR (0)"
MGA20	GGA18	0.91329	"Without IR (0)"
MGA21	GGA18	0.99795	"Without IR (0)"
MGA22	GGA18	0.99751	"Without IR (0)"
MGA23	GGA18	0.99797	"Without IR (0)"
MGA24	GGA18	0.99819	"Without IR (0)"
MGA25	GGA18	0.99789	"Without IR (0)"
MGA26	GGA18	0.99799	"Without IR (0)"
MGA27	GGA18	0.99902	"Without IR (0)"
MGA28	GGA18	0.99814	"Without IR (0)"
MGA29	GGA18	0.99818	"Without IR (0)"
MGA30	GGA18	0.99839	"Without IR (0)"
MGAMT	GGA18	1	"Without IR (0)"
MGAW	GGA18	0.99906	"Without IR (0)"
MGAZ	GGA18	0.99579	"Without IR (0)"
MGAUL	GGA18	0.99589	"Without IR (0)"
MGAUP	GGA18	0.99291	"Without IR (0)"
MGA1	GGA19	0.99678	"Without IR (0)"
MGA2	GGA19	0.99691	"Without IR (0)"
MGA3	GGA19	0.99723	"Without IR (0)"
MGA4	GGA19	0.99717	"Without IR (0)"
MGA5	GGA19	0.99718	"Without IR (0)"
MGA6	GGA19	0.99732	"Without IR (0)"
MGA7	GGA19	0.99777	"Without IR (0)"
MGA8	GGA19	0.9979	"Without IR (0)"
MGA9	GGA19	0.99801	"Without IR (0)"
MGA10	GGA19	0.99781	"Without IR (0)"
MGA11	GGA19	0.99791	"Without IR (0)"
MGA12	GGA19	0.99807	"Without IR (0)"
MGA13	GGA19	0.99821	"Without IR (0)"
MGA14	GGA19	0.9982	"Without IR (0)"
MGA15	GGA19	0.99821	"Without IR (0)"
MGA16	GGA19	0.99832	"Without IR (0)"
MGA17	GGA19	0.99834	"Without IR (0)"
MGA18	GGA19	0.99993	"Without IR (0)"
MGA19	GGA19	0.99827	"Without IR (0)"
MGA20	GGA19	0.99824	"Without IR (0)"
MGA21	GGA19	0.81926	"Without IR (0)"
MGA22	GGA19	0.99805	"Without IR (0)"
MGA23	GGA19	0.99847	"Without IR (0)"
MGA24	GGA19	0.99868	"Without IR (0)"
MGA25	GGA19	0.99847	"Without IR (0)"
MGA26	GGA19	0.99854	"Without IR (0)"
MGA27	GGA19	0.99944	"Without IR (0)"
MGA28	GGA19	0.9987	"Without IR (0)"
MGA29	GGA19	0.99871	"Without IR (0)"
MGA30	GGA19	0.99881	"Without IR (0)"
MGAMT	GGA19	1	"Without IR (0)"
MGAW	GGA19	0.99943	"Without IR (0)"
MGAZ	GGA19	0.99726	"Without IR (0)"
MGAUL	GGA19	0.99623	"Without IR (0)"
MGAUP	GGA19	0.99331	"Without IR (0)"
MGA1	GGA20	0.98989	"Without IR (0)"
MGA2	GGA20	0.99015	"Without IR (0)"
MGA3	GGA20	0.99025	"Without IR (0)"
MGA4	GGA20	0.99046	"Without IR (0)"
MGA5	GGA20	0.99069	"Without IR (0)"
MGA6	GGA20	0.99064	"Without IR (0)"
MGA7	GGA20	0.99127	"Without IR (0)"
MGA8	GGA20	0.9913	"Without IR (0)"
MGA9	GGA20	0.99147	"Without IR (0)"
MGA10	GGA20	0.99139	"Without IR (0)"
MGA11	GGA20	0.99148	"Without IR (0)"
MGA12	GGA20	0.9917	"Without IR (0)"
MGA13	GGA20	0.99195	"Without IR (0)"
MGA14	GGA20	0.99182	"Without IR (0)"
MGA15	GGA20	0.9918	"Without IR (0)"
MGA16	GGA20	0.99196	"Without IR (0)"
MGA17	GGA20	0.99221	"Without IR (0)"
MGA18	GGA20	0.9938	"Without IR (0)"
MGA19	GGA20	0.9921	"Without IR (0)"
MGA20	GGA20	0.9919	"Without IR (0)"
MGA21	GGA20	0.99222	"Without IR (0)"
MGA22	GGA20	0.8244	"Without IR (0)"
MGA23	GGA20	0.99237	"Without IR (0)"
MGA24	GGA20	0.9925	"Without IR (0)"
MGA25	GGA20	0.99219	"Without IR (0)"
MGA26	GGA20	0.99233	"Without IR (0)"
MGA27	GGA20	0.99327	"Without IR (0)"
MGA28	GGA20	0.99247	"Without IR (0)"
MGA29	GGA20	0.9925	"Without IR (0)"
MGA30	GGA20	0.99258	"Without IR (0)"
MGAMT	GGA20	1	"Without IR (0)"
MGAW	GGA20	0.99312	"Without IR (0)"
MGAZ	GGA20	0.99039	"Without IR (0)"
MGAUL	GGA20	0.99077	"Without IR (0)"
MGAUP	GGA20	0.98795	"Without IR (0)"
MGA1	GGA21	0.99589	"Without IR (0)"
MGA2	GGA21	0.99594	"Without IR (0)"
MGA3	GGA21	0.9964	"Without IR (0)"
MGA4	GGA21	0.99624	"Without IR (0)"
MGA5	GGA21	0.99629	"Without IR (0)"
MGA6	GGA21	0.99649	"Without IR (0)"
MGA7	GGA21	0.99702	"Without IR (0)"
MGA8	GGA21	0.99695	"Without IR (0)"
MGA9	GGA21	0.99706	"Without IR (0)"
MGA10	GGA21	0.99695	"Without IR (0)"
MGA11	GGA21	0.99708	"Without IR (0)"
MGA12	GGA21	0.99728	"Without IR (0)"
MGA13	GGA21	0.99736	"Without IR (0)"
MGA14	GGA21	0.99729	"Without IR (0)"
MGA15	GGA21	0.99736	"Without IR (0)"
MGA16	GGA21	0.99739	"Without IR (0)"
MGA17	GGA21	0.99761	"Without IR (0)"
MGA18	GGA21	0.99949	"Without IR (0)"
MGA19	GGA21	0.9975	"Without IR (0)"
MGA20	GGA21	0.99746	"Without IR (0)"
MGA21	GGA21	0.99761	"Without IR (0)"
MGA22	GGA21	0.99731	"Without IR (0)"
MGA23	GGA21	0.80994	"Without IR (0)"
MGA24	GGA21	0.99796	"Without IR (0)"
MGA25	GGA21	0.99764	"Without IR (0)"
MGA26	GGA21	0.99774	"Without IR (0)"
MGA27	GGA21	0.99881	"Without IR (0)"
MGA28	GGA21	0.99798	"Without IR (0)"
MGA29	GGA21	0.99795	"Without IR (0)"
MGA30	GGA21	0.99821	"Without IR (0)"
MGAMT	GGA21	1	"Without IR (0)"
MGAW	GGA21	0.99894	"Without IR (0)"
MGAZ	GGA21	0.99661	"Without IR (0)"
MGAUL	GGA21	0.99689	"Without IR (0)"
MGAUP	GGA21	0.99506	"Without IR (0)"
MGA1	GGA22	0.88854	"Without IR (0)"
MGA2	GGA22	0.88907	"Without IR (0)"
MGA3	GGA22	0.88911	"Without IR (0)"
MGA4	GGA22	0.88908	"Without IR (0)"
MGA5	GGA22	0.88951	"Without IR (0)"
MGA6	GGA22	0.88956	"Without IR (0)"
MGA7	GGA22	0.89021	"Without IR (0)"
MGA8	GGA22	0.89035	"Without IR (0)"
MGA9	GGA22	0.89059	"Without IR (0)"
MGA10	GGA22	0.89054	"Without IR (0)"
MGA11	GGA22	0.89041	"Without IR (0)"
MGA12	GGA22	0.89053	"Without IR (0)"
MGA13	GGA22	0.89121	"Without IR (0)"
MGA14	GGA22	0.89058	"Without IR (0)"
MGA15	GGA22	0.89078	"Without IR (0)"
MGA16	GGA22	0.8913	"Without IR (0)"
MGA17	GGA22	0.89123	"Without IR (0)"
MGA18	GGA22	0.89282	"Without IR (0)"
MGA19	GGA22	0.89102	"Without IR (0)"
MGA20	GGA22	0.89081	"Without IR (0)"
MGA21	GGA22	0.89165	"Without IR (0)"
MGA22	GGA22	0.89095	"Without IR (0)"
MGA23	GGA22	0.89141	"Without IR (0)"
MGA24	GGA22	0.74667	"Without IR (0)"
MGA25	GGA22	0.89151	"Without IR (0)"
MGA26	GGA22	0.89116	"Without IR (0)"
MGA27	GGA22	0.89224	"Without IR (0)"
MGA28	GGA22	0.89185	"Without IR (0)"
MGA29	GGA22	0.89138	"Without IR (0)"
MGA30	GGA22	0.89152	"Without IR (0)"
MGAMT	GGA22	1	"Without IR (0)"
MGAW	GGA22	0.8922	"Without IR (0)"
MGAZ	GGA22	0.88914	"Without IR (0)"
MGAUL	GGA22	0.88963	"Without IR (0)"
MGAUP	GGA22	0.88463	"Without IR (0)"
MGA1	GGA23	0.99344	"Without IR (0)"
MGA2	GGA23	0.99357	"Without IR (0)"
MGA3	GGA23	0.99278	"Without IR (0)"
MGA4	GGA23	0.99393	"Without IR (0)"
MGA5	GGA23	0.99421	"Without IR (0)"
MGA6	GGA23	0.99418	"Without IR (0)"
MGA7	GGA23	0.99481	"Without IR (0)"
MGA8	GGA23	0.99496	"Without IR (0)"
MGA9	GGA23	0.99507	"Without IR (0)"
MGA10	GGA23	0.99492	"Without IR (0)"
MGA11	GGA23	0.99511	"Without IR (0)"
MGA12	GGA23	0.99521	"Without IR (0)"
MGA13	GGA23	0.99547	"Without IR (0)"
MGA14	GGA23	0.9954	"Without IR (0)"
MGA15	GGA23	0.99551	"Without IR (0)"
MGA16	GGA23	0.9955	"Without IR (0)"
MGA17	GGA23	0.99585	"Without IR (0)"
MGA18	GGA23	0.9985	"Without IR (0)"
MGA19	GGA23	0.99559	"Without IR (0)"
MGA20	GGA23	0.99551	"Without IR (0)"
MGA21	GGA23	0.99577	"Without IR (0)"
MGA22	GGA23	0.9954	"Without IR (0)"
MGA23	GGA23	0.99591	"Without IR (0)"
MGA24	GGA23	0.99609	"Without IR (0)"
MGA25	GGA23	0.82748	"Without IR (0)"
MGA26	GGA23	0.99592	"Without IR (0)"
MGA27	GGA23	0.99736	"Without IR (0)"
MGA28	GGA23	0.99599	"Without IR (0)"
MGA29	GGA23	0.99605	"Without IR (0)"
MGA30	GGA23	0.99641	"Without IR (0)"
MGAMT	GGA23	1	"Without IR (0)"
MGAW	GGA23	0.99775	"Without IR (0)"
MGAZ	GGA23	0.9941	"Without IR (0)"
MGAUL	GGA23	0.9949	"Without IR (0)"
MGAUP	GGA23	0.99218	"Without IR (0)"
MGA1	GGA24	0.99535	"Without IR (0)"
MGA2	GGA24	0.99521	"Without IR (0)"
MGA3	GGA24	0.99599	"Without IR (0)"
MGA4	GGA24	0.99604	"Without IR (0)"
MGA5	GGA24	0.9961	"Without IR (0)"
MGA6	GGA24	0.99613	"Without IR (0)"
MGA7	GGA24	0.99643	"Without IR (0)"
MGA8	GGA24	0.99689	"Without IR (0)"
MGA9	GGA24	0.99685	"Without IR (0)"
MGA10	GGA24	0.99663	"Without IR (0)"
MGA11	GGA24	0.99694	"Without IR (0)"
MGA12	GGA24	0.99719	"Without IR (0)"
MGA13	GGA24	0.99728	"Without IR (0)"
MGA14	GGA24	0.99704	"Without IR (0)"
MGA15	GGA24	0.99729	"Without IR (0)"
MGA16	GGA24	0.99743	"Without IR (0)"
MGA17	GGA24	0.99772	"Without IR (0)"
MGA18	GGA24	0.99968	"Without IR (0)"
MGA19	GGA24	0.9973	"Without IR (0)"
MGA20	GGA24	0.99733	"Without IR (0)"
MGA21	GGA24	0.99764	"Without IR (0)"
MGA22	GGA24	0.99721	"Without IR (0)"
MGA23	GGA24	0.99765	"Without IR (0)"
MGA24	GGA24	0.99802	"Without IR (0)"
MGA25	GGA24	0.99767	"Without IR (0)"
MGA26	GGA24	0.79256	"Without IR (0)"
MGA27	GGA24	0.99903	"Without IR (0)"
MGA28	GGA24	0.99803	"Without IR (0)"
MGA29	GGA24	0.9983	"Without IR (0)"
MGA30	GGA24	0.99835	"Without IR (0)"
MGAMT	GGA24	1	"Without IR (0)"
MGAW	GGA24	0.99911	"Without IR (0)"
MGAZ	GGA24	0.99606	"Without IR (0)"
MGAUL	GGA24	0.99574	"Without IR (0)"
MGAUP	GGA24	0.99173	"Without IR (0)"
MGA1	GGA25	0.82122	"Without IR (0)"
MGA2	GGA25	0.82178	"Without IR (0)"
MGA3	GGA25	0.82172	"Without IR (0)"
MGA4	GGA25	0.82202	"Without IR (0)"
MGA5	GGA25	0.82233	"Without IR (0)"
MGA6	GGA25	0.82204	"Without IR (0)"
MGA7	GGA25	0.82261	"Without IR (0)"
MGA8	GGA25	0.82232	"Without IR (0)"
MGA9	GGA25	0.82241	"Without IR (0)"
MGA10	GGA25	0.82294	"Without IR (0)"
MGA11	GGA25	0.82264	"Without IR (0)"
MGA12	GGA25	0.82255	"Without IR (0)"
MGA13	GGA25	0.82373	"Without IR (0)"
MGA14	GGA25	0.82273	"Without IR (0)"
MGA15	GGA25	0.82273	"Without IR (0)"
MGA16	GGA25	0.82325	"Without IR (0)"
MGA17	GGA25	0.82288	"Without IR (0)"
MGA18	GGA25	0.82342	"Without IR (0)"
MGA19	GGA25	0.82153	"Without IR (0)"
MGA20	GGA25	0.82259	"Without IR (0)"
MGA21	GGA25	0.82359	"Without IR (0)"
MGA22	GGA25	0.82298	"Without IR (0)"
MGA23	GGA25	0.8233	"Without IR (0)"
MGA24	GGA25	0.82285	"Without IR (0)"
MGA25	GGA25	0.82339	"Without IR (0)"
MGA26	GGA25	0.82268	"Without IR (0)"
MGA27	GGA25	0.78084	"Without IR (0)"
MGA28	GGA25	0.82349	"Without IR (0)"
MGA29	GGA25	0.82263	"Without IR (0)"
MGA30	GGA25	0.82274	"Without IR (0)"
MGAMT	GGA25	1	"Without IR (0)"
MGAW	GGA25	0.82301	"Without IR (0)"
MGAZ	GGA25	0.8215	"Without IR (0)"
MGAUL	GGA25	0.82112	"Without IR (0)"
MGAUP	GGA25	0.80685	"Without IR (0)"
MGA1	GGA26	0.9946	"Without IR (0)"
MGA2	GGA26	0.99431	"Without IR (0)"
MGA3	GGA26	0.99475	"Without IR (0)"
MGA4	GGA26	0.99487	"Without IR (0)"
MGA5	GGA26	0.99503	"Without IR (0)"
MGA6	GGA26	0.99504	"Without IR (0)"
MGA7	GGA26	0.99533	"Without IR (0)"
MGA8	GGA26	0.99552	"Without IR (0)"
MGA9	GGA26	0.99541	"Without IR (0)"
MGA10	GGA26	0.9954	"Without IR (0)"
MGA11	GGA26	0.99548	"Without IR (0)"
MGA12	GGA26	0.99561	"Without IR (0)"
MGA13	GGA26	0.99567	"Without IR (0)"
MGA14	GGA26	0.99577	"Without IR (0)"
MGA15	GGA26	0.9958	"Without IR (0)"
MGA16	GGA26	0.99577	"Without IR (0)"
MGA17	GGA26	0.996	"Without IR (0)"
MGA18	GGA26	0.99772	"Without IR (0)"
MGA19	GGA26	0.99592	"Without IR (0)"
MGA20	GGA26	0.99573	"Without IR (0)"
MGA21	GGA26	0.99596	"Without IR (0)"
MGA22	GGA26	0.99574	"Without IR (0)"
MGA23	GGA26	0.99601	"Without IR (0)"
MGA24	GGA26	0.99626	"Without IR (0)"
MGA25	GGA26	0.99586	"Without IR (0)"
MGA26	GGA26	0.99591	"Without IR (0)"
MGA27	GGA26	0.99682	"Without IR (0)"
MGA28	GGA26	0.83682	"Without IR (0)"
MGA29	GGA26	0.99597	"Without IR (0)"
MGA30	GGA26	0.99639	"Without IR (0)"
MGAMT	GGA26	1	"Without IR (0)"
MGAW	GGA26	0.99717	"Without IR (0)"
MGAZ	GGA26	0.9948	"Without IR (0)"
MGAUL	GGA26	0.99502	"Without IR (0)"
MGAUP	GGA26	0.99132	"Without IR (0)"
MGA1	GGA27	0.97305	"Without IR (0)"
MGA2	GGA27	0.97434	"Without IR (0)"
MGA3	GGA27	0.97454	"Without IR (0)"
MGA4	GGA27	0.97477	"Without IR (0)"
MGA5	GGA27	0.97561	"Without IR (0)"
MGA6	GGA27	0.97579	"Without IR (0)"
MGA7	GGA27	0.97666	"Without IR (0)"
MGA8	GGA27	0.97679	"Without IR (0)"
MGA9	GGA27	0.97696	"Without IR (0)"
MGA10	GGA27	0.97698	"Without IR (0)"
MGA11	GGA27	0.97711	"Without IR (0)"
MGA12	GGA27	0.97729	"Without IR (0)"
MGA13	GGA27	0.97777	"Without IR (0)"
MGA14	GGA27	0.97761	"Without IR (0)"
MGA15	GGA27	0.97769	"Without IR (0)"
MGA16	GGA27	0.9778	"Without IR (0)"
MGA17	GGA27	0.97805	"Without IR (0)"
MGA18	GGA27	0.9803	"Without IR (0)"
MGA19	GGA27	0.97792	"Without IR (0)"
MGA20	GGA27	0.97751	"Without IR (0)"
MGA21	GGA27	0.9783	"Without IR (0)"
MGA22	GGA27	0.97754	"Without IR (0)"
MGA23	GGA27	0.97815	"Without IR (0)"
MGA24	GGA27	0.97841	"Without IR (0)"
MGA25	GGA27	0.97801	"Without IR (0)"
MGA26	GGA27	0.97804	"Without IR (0)"
MGA27	GGA27	0.9794	"Without IR (0)"
MGA28	GGA27	0.97824	"Without IR (0)"
MGA29	GGA27	0.86025	"Without IR (0)"
MGA30	GGA27	0.9783	"Without IR (0)"
MGAMT	GGA27	1	"Without IR (0)"
MGAW	GGA27	0.97898	"Without IR (0)"
MGAZ	GGA27	0.9742	"Without IR (0)"
MGAUL	GGA27	0.97513	"Without IR (0)"
MGAUP	GGA27	0.95765	"Without IR (0)"
MGA1	GGA28	0.99312	"Without IR (0)"
MGA2	GGA28	0.99353	"Without IR (0)"
MGA3	GGA28	0.99375	"Without IR (0)"
MGA4	GGA28	0.99399	"Without IR (0)"
MGA5	GGA28	0.99421	"Without IR (0)"
MGA6	GGA28	0.99419	"Without IR (0)"
MGA7	GGA28	0.99478	"Without IR (0)"
MGA8	GGA28	0.99485	"Without IR (0)"
MGA9	GGA28	0.995	"Without IR (0)"
MGA10	GGA28	0.99482	"Without IR (0)"
MGA11	GGA28	0.99523	"Without IR (0)"
MGA12	GGA28	0.99523	"Without IR (0)"
MGA13	GGA28	0.99548	"Without IR (0)"
MGA14	GGA28	0.99539	"Without IR (0)"
MGA15	GGA28	0.99564	"Without IR (0)"
MGA16	GGA28	0.99547	"Without IR (0)"
MGA17	GGA28	0.99583	"Without IR (0)"
MGA18	GGA28	0.99766	"Without IR (0)"
MGA19	GGA28	0.99563	"Without IR (0)"
MGA20	GGA28	0.99545	"Without IR (0)"
MGA21	GGA28	0.99584	"Without IR (0)"
MGA22	GGA28	0.99534	"Without IR (0)"
MGA23	GGA28	0.9959	"Without IR (0)"
MGA24	GGA28	0.99586	"Without IR (0)"
MGA25	GGA28	0.99551	"Without IR (0)"
MGA26	GGA28	0.99598	"Without IR (0)"
MGA27	GGA28	0.99666	"Without IR (0)"
MGA28	GGA28	0.99577	"Without IR (0)"
MGA29	GGA28	0.99568	"Without IR (0)"
MGA30	GGA28	0.85984	"Without IR (0)"
MGAMT	GGA28	1	"Without IR (0)"
MGAW	GGA28	0.99702	"Without IR (0)"
MGAZ	GGA28	0.99384	"Without IR (0)"
MGAUL	GGA28	0.99161	"Without IR (0)"
MGAUP	GGA28	0.9867	"Without IR (0)"
MGA1	GGA30	0.95567	"Without IR (0)"
MGA2	GGA30	0.9557	"Without IR (0)"
MGA3	GGA30	0.95464	"Without IR (0)"
MGA4	GGA30	0.95558	"Without IR (0)"
MGA5	GGA30	0.95414	"Without IR (0)"
MGA6	GGA30	0.95503	"Without IR (0)"
MGA7	GGA30	0.95504	"Without IR (0)"
MGA8	GGA30	0.95495	"Without IR (0)"
MGA9	GGA30	0.95493	"Without IR (0)"
MGA10	GGA30	0.95575	"Without IR (0)"
MGA11	GGA30	0.95458	"Without IR (0)"
MGA12	GGA30	0.95475	"Without IR (0)"
MGA13	GGA30	0.95478	"Without IR (0)"
MGA14	GGA30	0.9548	"Without IR (0)"
MGA15	GGA30	0.95473	"Without IR (0)"
MGA16	GGA30	0.95458	"Without IR (0)"
MGA17	GGA30	0.95472	"Without IR (0)"
MGA18	GGA30	0.9554	"Without IR (0)"
MGA19	GGA30	0.95513	"Without IR (0)"
MGA20	GGA30	0.95522	"Without IR (0)"
MGA21	GGA30	0.95469	"Without IR (0)"
MGA22	GGA30	0.95535	"Without IR (0)"
MGA23	GGA30	0.95506	"Without IR (0)"
MGA24	GGA30	0.95419	"Without IR (0)"
MGA25	GGA30	0.95457	"Without IR (0)"
MGA26	GGA30	0.95459	"Without IR (0)"
MGA27	GGA30	0.95499	"Without IR (0)"
MGA28	GGA30	0.9548	"Without IR (0)"
MGA29	GGA30	0.95507	"Without IR (0)"
MGA30	GGA30	0.95539	"Without IR (0)"
MGAMT	GGA30	1	"Without IR (0)"
MGAW	GGA30	0.95499	"Without IR (0)"
MGAZ	GGA30	0.95376	"Without IR (0)"
MGAUL	GGA30	0.95531	"Without IR (0)"
MGAUP	GGA30	0.90685	"Without IR (0)"
MGA1	GGA31	0.98061	"Without IR (0)"
MGA2	GGA31	0.98683	"Without IR (0)"
MGA3	GGA31	0.98317	"Without IR (0)"
MGA4	GGA31	0.98672	"Without IR (0)"
MGA5	GGA31	0.98768	"Without IR (0)"
MGA6	GGA31	0.99023	"Without IR (0)"
MGA7	GGA31	0.99126	"Without IR (0)"
MGA8	GGA31	0.99429	"Without IR (0)"
MGA9	GGA31	0.98708	"Without IR (0)"
MGA10	GGA31	0.99047	"Without IR (0)"
MGA11	GGA31	0.99277	"Without IR (0)"
MGA12	GGA31	0.9918	"Without IR (0)"
MGA13	GGA31	0.99271	"Without IR (0)"
MGA14	GGA31	0.99203	"Without IR (0)"
MGA15	GGA31	0.99303	"Without IR (0)"
MGA16	GGA31	0.99337	"Without IR (0)"
MGA17	GGA31	0.99236	"Without IR (0)"
MGA18	GGA31	0.99731	"Without IR (0)"
MGA19	GGA31	0.9935	"Without IR (0)"
MGA20	GGA31	0.99278	"Without IR (0)"
MGA21	GGA31	0.99402	"Without IR (0)"
MGA22	GGA31	0.99271	"Without IR (0)"
MGA23	GGA31	0.99261	"Without IR (0)"
MGA24	GGA31	0.99297	"Without IR (0)"
MGA25	GGA31	0.99303	"Without IR (0)"
MGA26	GGA31	0.99027	"Without IR (0)"
MGA27	GGA31	0.99461	"Without IR (0)"
MGA28	GGA31	0.99357	"Without IR (0)"
MGA29	GGA31	0.99306	"Without IR (0)"
MGA30	GGA31	0.99381	"Without IR (0)"
MGAMT	GGA31	1	"Without IR (0)"
MGAW	GGA31	0.99559	"Without IR (0)"
MGAZ	GGA31	0.98083	"Without IR (0)"
MGAUL	GGA31	0.9875	"Without IR (0)"
MGAUP	GGA31	0.9494	"Without IR (0)"
MGA1	GGA32	0.99832	"Without IR (0)"
MGA2	GGA32	0.99767	"Without IR (0)"
MGA3	GGA32	0.99798	"Without IR (0)"
MGA4	GGA32	0.99734	"Without IR (0)"
MGA5	GGA32	0.99785	"Without IR (0)"
MGA6	GGA32	0.99699	"Without IR (0)"
MGA7	GGA32	0.99781	"Without IR (0)"
MGA8	GGA32	0.99729	"Without IR (0)"
MGA9	GGA32	0.99752	"Without IR (0)"
MGA10	GGA32	0.99737	"Without IR (0)"
MGA11	GGA32	0.99763	"Without IR (0)"
MGA12	GGA32	0.9979	"Without IR (0)"
MGA13	GGA32	0.9974	"Without IR (0)"
MGA14	GGA32	0.99759	"Without IR (0)"
MGA15	GGA32	0.99781	"Without IR (0)"
MGA16	GGA32	0.99781	"Without IR (0)"
MGA17	GGA32	0.99762	"Without IR (0)"
MGA18	GGA32	0.99811	"Without IR (0)"
MGA19	GGA32	0.99458	"Without IR (0)"
MGA20	GGA32	0.99724	"Without IR (0)"
MGA21	GGA32	0.99768	"Without IR (0)"
MGA22	GGA32	0.99775	"Without IR (0)"
MGA23	GGA32	0.9973	"Without IR (0)"
MGA24	GGA32	0.99756	"Without IR (0)"
MGA25	GGA32	0.99693	"Without IR (0)"
MGA26	GGA32	0.99738	"Without IR (0)"
MGA27	GGA32	0.99838	"Without IR (0)"
MGA28	GGA32	0.99755	"Without IR (0)"
MGA29	GGA32	0.99768	"Without IR (0)"
MGA30	GGA32	0.99782	"Without IR (0)"
MGAMT	GGA32	1	"Without IR (0)"
MGAW	GGA32	0.99788	"Without IR (0)"
MGAZ	GGA32	0.9978	"Without IR (0)"
MGAUL	GGA32	0.99716	"Without IR (0)"
MGAUP	GGA32	0.98519	"Without IR (0)"
MGA1	GGA33	0.9963	"Without IR (0)"
MGA2	GGA33	0.99657	"Without IR (0)"
MGA3	GGA33	0.99215	"Without IR (0)"
MGA4	GGA33	0.96188	"Without IR (0)"
MGA5	GGA33	0.99652	"Without IR (0)"
MGA6	GGA33	0.99625	"Without IR (0)"
MGA7	GGA33	0.99619	"Without IR (0)"
MGA8	GGA33	0.99729	"Without IR (0)"
MGA9	GGA33	0.99683	"Without IR (0)"
MGA10	GGA33	0.99672	"Without IR (0)"
MGA11	GGA33	0.99703	"Without IR (0)"
MGA12	GGA33	0.99681	"Without IR (0)"
MGA13	GGA33	0.99703	"Without IR (0)"
MGA14	GGA33	0.99693	"Without IR (0)"
MGA15	GGA33	0.99694	"Without IR (0)"
MGA16	GGA33	0.99699	"Without IR (0)"
MGA17	GGA33	0.94955	"Without IR (0)"
MGA18	GGA33	0.99852	"Without IR (0)"
MGA19	GGA33	0.99711	"Without IR (0)"
MGA20	GGA33	0.99694	"Without IR (0)"
MGA21	GGA33	0.99726	"Without IR (0)"
MGA22	GGA33	0.99674	"Without IR (0)"
MGA23	GGA33	0.99693	"Without IR (0)"
MGA24	GGA33	0.99722	"Without IR (0)"
MGA25	GGA33	0.99691	"Without IR (0)"
MGA26	GGA33	0.9974	"Without IR (0)"
MGA27	GGA33	0.9977	"Without IR (0)"
MGA28	GGA33	0.9973	"Without IR (0)"
MGA29	GGA33	0.99724	"Without IR (0)"
MGA30	GGA33	0.99726	"Without IR (0)"
MGAMT	GGA33	1	"Without IR (0)"
