ref	tar	nrc
MGA2	GGA27	4.00E-04
MGA3	GGA27	0.00052
MGA4	GGA27	0.00073
MGA5	GGA27	0.00053
MGA6	GGA27	0.00085
MGA7	GGA27	0.00055
MGA8	GGA27	0.00067
MGA9	GGA27	0.00074
MGA10	GGA27	5.00E-04
MGA11	GGA27	0.00058
MGA12	GGA27	0.00042
MGA13	GGA27	6.00E-04
MGA14	GGA27	0.00074
MGA15	GGA27	0.00055
MGA16	GGA27	0.00062
MGA17	GGA27	0.00066
MGA18	GGA27	0
MGA19	GGA27	0.00062
MGA20	GGA27	0.00037
MGA21	GGA27	0.00045
MGA22	GGA27	0.00041
MGA23	GGA27	0.00038
MGA24	GGA27	0.00054
MGA25	GGA27	0.00041
MGA26	GGA27	0.00051
MGA27	GGA27	0.00027
MGA28	GGA27	0.00036
MGA29	GGA27	0.00131
MGA30	GGA27	0.00055
MGAMT	GGA27	0
MGAW	GGA27	0.00066
MGAZ	GGA27	0.00086
MGAUL	GGA27	0.00262
MGAUP	GGA27	0.00849
MGA1	GGA28	-0.00013
MGA2	GGA28	9.00E-05
MGA3	GGA28	0.00018
MGA4	GGA28	0.00034
MGA5	GGA28	0.00029
MGA6	GGA28	0.00043
MGA7	GGA28	0.00026
MGA8	GGA28	4.00E-04
MGA9	GGA28	0.00038
MGA10	GGA28	0.00036
MGA11	GGA28	0.00042
MGA12	GGA28	0.00037
MGA13	GGA28	0.00035
MGA14	GGA28	4.00E-04
MGA15	GGA28	0.00041
MGA16	GGA28	0.00033
MGA17	GGA28	0.00055
MGA18	GGA28	6.00E-05
MGA19	GGA28	0.00032
MGA20	GGA28	0.00038
MGA21	GGA28	0.00025
MGA22	GGA28	0.00035
MGA23	GGA28	0.00035
MGA24	GGA28	0.00042
MGA25	GGA28	3.00E-04
MGA26	GGA28	0.00031
MGA27	GGA28	0.00016
MGA28	GGA28	0.00025
MGA29	GGA28	0.00028
MGA30	GGA28	0.00938
MGAMT	GGA28	0
MGAW	GGA28	2.00E-04
MGAZ	GGA28	0.00046
MGAUL	GGA28	0.00267
MGAUP	GGA28	0.00402
MGA1	GGA30	-0.00121
MGA2	GGA30	-0.00065
MGA3	GGA30	-0.00076
MGA4	GGA30	-0.00059
MGA5	GGA30	-0.00027
MGA6	GGA30	-0.00017
MGA7	GGA30	-0.00062
MGA8	GGA30	-3.00E-05
MGA9	GGA30	-9.00E-05
MGA10	GGA30	4.00E-05
MGA11	GGA30	-0.00012
MGA12	GGA30	-0.00026
MGA13	GGA30	-0.00081
MGA14	GGA30	-0.00033
MGA15	GGA30	-2.00E-05
MGA16	GGA30	-0.00036
MGA17	GGA30	-0.00027
MGA18	GGA30	-5.00E-05
MGA19	GGA30	0.00013
MGA20	GGA30	-0.00054
MGA21	GGA30	-0.00017
MGA22	GGA30	-1.00E-04
MGA23	GGA30	5.00E-05
MGA24	GGA30	-3.00E-04
MGA25	GGA30	-4.00E-05
MGA26	GGA30	-0.00012
MGA27	GGA30	0.00019
MGA28	GGA30	-7.00E-05
MGA29	GGA30	-0.00061
MGA30	GGA30	0.00041
MGAMT	GGA30	0
MGAW	GGA30	1.00E-05
MGAZ	GGA30	-0.00031
MGAUL	GGA30	0.00093
MGAUP	GGA30	0.01334
MGA1	GGA31	0.00374
MGA2	GGA31	0.00259
MGA3	GGA31	0.00144
MGA4	GGA31	7.00E-04
MGA5	GGA31	0.00194
MGA6	GGA31	0.00141
MGA7	GGA31	0.00093
MGA8	GGA31	0.00375
MGA9	GGA31	0.0027
MGA10	GGA31	0.00255
MGA11	GGA31	0.00202
MGA12	GGA31	0.00023
MGA13	GGA31	0.00031
MGA14	GGA31	0.0019
MGA15	GGA31	0.001
MGA16	GGA31	0.00137
MGA17	GGA31	0.00053
MGA18	GGA31	3.00E-04
MGA19	GGA31	0.00035
MGA20	GGA31	0.00058
MGA21	GGA31	0.00017
MGA22	GGA31	0.00063
MGA23	GGA31	0.00047
MGA24	GGA31	-5.00E-05
MGA25	GGA31	0.00065
MGA26	GGA31	0.00117
MGA27	GGA31	0.00014
MGA28	GGA31	9.00E-05
MGA29	GGA31	-0.00019
MGA30	GGA31	0.00042
MGAMT	GGA31	0
MGAW	GGA31	0.00216
MGAZ	GGA31	0.00368
MGAUL	GGA31	0.00264
MGAUP	GGA31	0.00422
MGA1	GGA32	-4.00E-04
MGA2	GGA32	0
MGA3	GGA32	-0.00045
MGA4	GGA32	-0.00099
MGA5	GGA32	-0.00032
MGA6	GGA32	-0.00039
MGA7	GGA32	-0.00022
MGA8	GGA32	-0.00021
MGA9	GGA32	-5.00E-05
MGA10	GGA32	-0.00036
MGA11	GGA32	0.01424
MGA12	GGA32	-0.00022
MGA13	GGA32	8.00E-05
MGA14	GGA32	-5.00E-04
MGA15	GGA32	-0.00027
MGA16	GGA32	-2.00E-04
MGA17	GGA32	1.00E-05
MGA18	GGA32	-2.00E-05
MGA19	GGA32	-0.00015
MGA20	GGA32	-0.00024
MGA21	GGA32	0.00023
MGA22	GGA32	-0.00016
MGA23	GGA32	-0.00024
MGA24	GGA32	0.00014
MGA25	GGA32	-0.00025
MGA26	GGA32	-7.00E-05
MGA27	GGA32	6.00E-04
MGA28	GGA32	-1.00E-04
MGA29	GGA32	-5.00E-05
MGA30	GGA32	-0.00018
MGAMT	GGA32	0
MGAW	GGA32	0.00011
MGAZ	GGA32	-3.00E-04
MGAUL	GGA32	-3.00E-05
MGAUP	GGA32	0.06739
MGA1	GGA33	-0.00042
MGA2	GGA33	-0.00023
MGA3	GGA33	-0.00027
MGA4	GGA33	-8.00E-05
MGA5	GGA33	-4.00E-05
MGA6	GGA33	-5.00E-05
MGA7	GGA33	0.00028
MGA8	GGA33	0.00067
MGA9	GGA33	0.00015
MGA10	GGA33	-0.00019
MGA11	GGA33	0.00054
MGA12	GGA33	8.00E-05
MGA13	GGA33	2.00E-05
MGA14	GGA33	0.00016
MGA15	GGA33	0.00043
MGA16	GGA33	0.00026
MGA17	GGA33	0.00023
MGA18	GGA33	0.00011
MGA19	GGA33	0.00021
MGA20	GGA33	0.00022
MGA21	GGA33	0.00022
MGA22	GGA33	-2.00E-05
MGA23	GGA33	0.00054
MGA24	GGA33	0.00056
MGA25	GGA33	2.00E-05
MGA26	GGA33	0.00032
MGA27	GGA33	0.00012
MGA28	GGA33	8.00E-05
MGA29	GGA33	0.00019
MGA30	GGA33	7.00E-05
MGAMT	GGA33	0
MGAW	GGA33	4.00E-05
MGAZ	GGA33	0
MGAUL	GGA33	0.00494
MGAUP	GGA33	0.0393
MGA1	GGALG	0.02257
MGA2	GGALG	0.00294
MGA3	GGALG	0.00283
MGA4	GGALG	0.00245
MGA5	GGALG	0.00302
MGA6	GGALG	0.00324
MGA7	GGALG	0.0032
MGA8	GGALG	0.00217
MGA9	GGALG	0.00195
MGA10	GGALG	0.00168
MGA11	GGALG	0.0023
MGA12	GGALG	0.00219
MGA13	GGALG	0.00194
MGA14	GGALG	0.00216
MGA15	GGALG	0.00144
MGA16	GGALG	0.00155
MGA17	GGALG	0.00176
MGA18	GGALG	1.00E-05
MGA19	GGALG	0.00141
MGA20	GGALG	0.0012
MGA21	GGALG	0.00074
MGA22	GGALG	0.00216
MGA23	GGALG	0.00089
MGA24	GGALG	0.00069
MGA25	GGALG	0.0014
MGA26	GGALG	0.00077
MGA27	GGALG	4.00E-05
MGA28	GGALG	0.00082
MGA29	GGALG	0.00123
MGA30	GGALG	0.00169
MGAMT	GGALG	0
MGAW	GGALG	0.0011
MGAZ	GGALG	0.00287
MGAUL	GGALG	0.00369
MGAUP	GGALG	0.00371
MGA1	GGAMT	0
MGA2	GGAMT	0.00019
MGA3	GGAMT	0
MGA4	GGAMT	0
MGA5	GGAMT	0
MGA6	GGAMT	0
MGA7	GGAMT	0
MGA8	GGAMT	0
MGA9	GGAMT	0
MGA10	GGAMT	0
MGA11	GGAMT	0
MGA12	GGAMT	0
MGA13	GGAMT	0
MGA14	GGAMT	0
MGA15	GGAMT	0
MGA16	GGAMT	0
MGA17	GGAMT	0
MGA18	GGAMT	0
MGA19	GGAMT	-0.00011
MGA20	GGAMT	0
MGA21	GGAMT	0
MGA22	GGAMT	0
MGA23	GGAMT	0
MGA24	GGAMT	0
MGA25	GGAMT	0
MGA26	GGAMT	0
MGA27	GGAMT	0
MGA28	GGAMT	0
MGA29	GGAMT	-3.00E-05
MGA30	GGAMT	0
MGAMT	GGAMT	0
MGAW	GGAMT	3.00E-05
MGAZ	GGAMT	0
MGAUL	GGAMT	-7.00E-05
MGAUP	GGAMT	0.0013
MGA1	GGAW	0.01725
MGA2	GGAW	0.0147
MGA3	GGAW	0.01531
MGA4	GGAW	0.01954
MGA5	GGAW	0.01209
MGA6	GGAW	0.01244
MGA7	GGAW	0.00681
MGA8	GGAW	0.00835
MGA9	GGAW	0.00827
MGA10	GGAW	0.00722
MGA11	GGAW	0.00673
MGA12	GGAW	0.00521
MGA13	GGAW	0.00514
MGA14	GGAW	0.0043
MGA15	GGAW	0.00411
MGA16	GGAW	0.00475
MGA17	GGAW	0.00354
MGA18	GGAW	7.00E-05
MGA19	GGAW	0.0026
MGA20	GGAW	0.00378
MGA21	GGAW	0.00226
MGA22	GGAW	0.00435
MGA23	GGAW	0.00206
MGA24	GGAW	0.00308
MGA25	GGAW	0.00255
MGA26	GGAW	0.00564
MGA27	GGAW	6.00E-04
MGA28	GGAW	0.00153
MGA29	GGAW	0.00367
MGA30	GGAW	0.0048
MGAMT	GGAW	0
MGAW	GGAW	0.01339
MGAZ	GGAW	0.02496
MGAUL	GGAW	0.017
MGAUP	GGAW	0.03323
MGA1	GGAZ	0.00222
MGA2	GGAZ	0.003
MGA3	GGAZ	0.0026
MGA4	GGAZ	0.00248
MGA5	GGAZ	0.00221
MGA6	GGAZ	0.00242
MGA7	GGAZ	0.00201
MGA8	GGAZ	0.00251
MGA9	GGAZ	0.00205
MGA10	GGAZ	0.00204
MGA11	GGAZ	0.00252
MGA12	GGAZ	0.00167
MGA13	GGAZ	0.00169
MGA14	GGAZ	0.0017
MGA15	GGAZ	0.00159
MGA16	GGAZ	0.00147
MGA17	GGAZ	0.00166
MGA18	GGAZ	0
MGA19	GGAZ	0.00142
MGA20	GGAZ	0.00142
MGA21	GGAZ	0.00096
MGA22	GGAZ	0.0015
MGA23	GGAZ	0.00109
MGA24	GGAZ	0.00122
MGA25	GGAZ	0.00098
MGA26	GGAZ	0.0013
MGA27	GGAZ	-1.00E-05
MGA28	GGAZ	0.00075
MGA29	GGAZ	0.0012
MGA30	GGAZ	0.00141
MGAMT	GGAZ	0
MGAW	GGAZ	0.00139
MGAZ	GGAZ	0.00446
MGAUL	GGAZ	0.00288
MGAUP	GGAZ	0.00682
MGA1	GGAUL	0.01061
MGA2	GGAUL	0.00742
MGA3	GGAUL	0.00741
MGA4	GGAUL	0.00626
MGA5	GGAUL	0.00426
MGA6	GGAUL	0.00439
MGA7	GGAUL	0.0029
MGA8	GGAUL	0.00307
MGA9	GGAUL	0.00222
MGA10	GGAUL	0.00291
MGA11	GGAUL	0.00262
MGA12	GGAUL	0.00189
MGA13	GGAUL	0.00235
MGA14	GGAUL	0.00233
MGA15	GGAUL	0.00258
MGA16	GGAUL	0.00193
MGA17	GGAUL	0.00187
MGA18	GGAUL	2.00E-05
MGA19	GGAUL	0.00127
MGA20	GGAUL	0.00157
MGA21	GGAUL	0.00109
MGA22	GGAUL	0.00186
MGA23	GGAUL	0.00128
MGA24	GGAUL	0.00121
MGA25	GGAUL	0.00103
MGA26	GGAUL	0.00128
MGA27	GGAUL	0.00029
MGA28	GGAUL	0.00102
MGA29	GGAUL	0.00125
MGA30	GGAUL	0.00113
MGAMT	GGAUL	0
MGAW	GGAUL	0.00153
MGAZ	GGAUL	0.00446
MGAUL	GGAUL	0.00353
MGAUP	GGAUL	0.00648
MGA1	GGAUP	0.00156
MGA2	GGAUP	0.00232
MGA3	GGAUP	0.00477
MGA4	GGAUP	0.00189
MGA5	GGAUP	0.00183
MGA6	GGAUP	0.00358
MGA7	GGAUP	0.00128
MGA8	GGAUP	0.00181
MGA9	GGAUP	7.00E-04
MGA10	GGAUP	0.00048
MGA11	GGAUP	0.00421
MGA12	GGAUP	-0.00032
MGA13	GGAUP	0.00053
MGA14	GGAUP	0.00362
MGA15	GGAUP	0.00408
MGA16	GGAUP	0.00477
MGA17	GGAUP	0.00305
MGA18	GGAUP	3.00E-05
MGA19	GGAUP	0.00136
MGA20	GGAUP	0.00223
MGA21	GGAUP	-0.00035
MGA22	GGAUP	0.00392
MGA23	GGAUP	0.00249
MGA24	GGAUP	0.00198
MGA25	GGAUP	0.00083
MGA26	GGAUP	-9.00E-05
MGA27	GGAUP	0.00328
MGA28	GGAUP	0.00365
MGA29	GGAUP	0.00569
MGA30	GGAUP	0.00032
MGAMT	GGAUP	0
MGAW	GGAUP	0.00072
MGAZ	GGAUP	0.00189
MGAUL	GGAUP	0.00291
MGAUP	GGAUP	0.00487
